"Score","Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","CAD_Pos_TB","CAD_Pos_Normal","Subgroup","AI","ppv","npv","CAD_Pos","XpertSaved","Comment","X","nnt"
31,0.9354689,0.9277161,0.94262458,0.64227453,0.63202812,0.65242426,0.935468895078923,0.357725471917968,"MDF","CAD4TBv7",0.380193235053438,0.976974960531431,0.467496722318549,0.532503277681451,"",0.35772547,2.63024143462059
32,0.93477252,0.92698353,0.94196541,0.6467024,0.63648275,0.65682236,0.934772516248839,0.353297599627127,"MDF","CAD4TBv7",0.38295659143907,0.976887898329646,0.463777833785252,0.536222166214748,"",0.3532976,2.61126201338437
33,0.93291551,0.92503118,0.94020644,0.64996504,0.63976572,0.66006246,0.932915506035283,0.350034956886507,"MDF","CAD4TBv7",0.384680489151075,0.976361954993596,0.460782261224774,0.539217738775226,"",0.35003496,2.59955996782377
34,0.93291551,0.92503118,0.94020644,0.65427639,0.64410473,0.66434322,0.932915506035283,0.345723607550687,"MDF","CAD4TBv7",0.387618184038813,0.976514059502309,0.457290068262761,0.542709931737239,"",0.34572361,2.57985832754396
35,0.93129062,0.92332422,0.93866599,0.65847122,0.64832734,0.6685074,0.931290622098422,0.34152878116989,"MDF","CAD4TBv7",0.390105033037778,0.976108366223948,0.453583530946311,0.546416469053689,"",0.34152878,2.56341219751235
36,0.93012999,0.9221057,0.93756492,0.66289909,0.65278549,0.67290198,0.930129990714949,0.337100908879049,"MDF","CAD4TBv7",0.392916756569109,0.975872894675412,0.44977643442787,0.55022356557213,"",0.33710091,2.54506834661838
37,0.9275766,0.91942708,0.93514046,0.66849219,0.65841824,0.67845163,0.927576601671309,0.331507807037986,"MDF","CAD4TBv7",0.396256869444935,0.975217081241541,0.444760878018318,0.555239121981682,"",0.33150781,2.52361555624454
38,0.92595172,0.91772396,0.93359615,0.6721044,0.6620569,0.68203494,0.925951717734448,0.3278955954323,"MDF","CAD4TBv7",0.398460616327351,0.974807815904579,0.441526258669708,0.558473741330292,"",0.3278956,2.50965831759508
39,0.92432683,0.91602193,0.93205074,0.67688185,0.66687035,0.68677312,0.924326833797586,0.323118154276392,"MDF","CAD4TBv7",0.401561635890816,0.974446199126997,0.437347803385419,0.562652196614581,"",0.32311815,2.4902777322879
40,0.92246982,0.91407805,0.93028326,0.68177581,0.67180242,0.69162565,0.92246982358403,0.318224190165463,"MDF","CAD4TBv7",0.404750058509514,0.974018455056997,0.43303086051499,0.56696913948501,"",0.31822419,2.47066054463954
41,0.91991643,0.91140741,0.92785078,0.68538802,0.67544356,0.69520648,0.91991643454039,0.314611978559776,"MDF","CAD4TBv7",0.406834394796802,0.97332326932061,0.429619825196093,0.570380174803907,"",0.31461198,2.45800259955765
42,0.91805942,0.90946665,0.92608017,0.69028199,0.68037782,0.70005682,0.918059424326834,0.309718014448846,"MDF","CAD4TBv7",0.410134280448047,0.972909712609817,0.425302882325664,0.574697117674336,"",0.30971801,2.43822583888272
43,0.91736305,0.90873919,0.92541587,0.69470986,0.68484325,0.70444411,0.91736304549675,0.305290142158005,"MDF","CAD4TBv7",0.413438324119065,0.972855141788485,0.421583993792367,0.578416006207633,"",0.30529014,2.41874045453031
44,0.91504178,0.90631555,0.92320028,0.69913773,0.68930975,0.70883035,0.915041782729805,0.300862269867164,"MDF","CAD4TBv7",0.416369974973791,0.972285623604074,0.417556377311066,0.582443622688934,"",0.30086227,2.40171016188894
45,0.91225627,0.90340962,0.92053914,0.70379865,0.69401248,0.71344628,0.912256267409471,0.296201351666278,"MDF","CAD4TBv7",0.419426358639649,0.971586946038997,0.413251785657485,0.586748214342515,"",0.29620135,2.38420876371089
46,0.91016713,0.90123186,0.91854159,0.70799347,0.69824597,0.71759959,0.91016713091922,0.292006525285481,"MDF","CAD4TBv7",0.422344070602923,0.971097368740776,0.409457040355892,0.590542959644108,"",0.29200653,2.36773775128993
47,0.90784587,0.89881374,0.91632046,0.71347005,0.70377452,0.72302047,0.907845868152275,0.286529946399441,"MDF","CAD4TBv7",0.42634516299347,0.970593389609094,0.404579971532479,0.595420028467521,"",0.28652995,2.34551740420547
48,0.90506035,0.89591419,0.91365292,0.71964577,0.7100109,0.72913131,0.905060352831941,0.280354229783267,"MDF","CAD4TBv7",0.43092885374979,0.969983384212838,0.399048393162515,0.600951606837485,"",0.28035423,2.3205686769367
49,0.90157846,0.89229297,0.91031526,0.72325798,0.71365962,0.73270455,0.901578458681523,0.276742018177581,"MDF","CAD4TBv7",0.433165171358277,0.96906718862573,0.39546094187333,0.60453905812667,"",0.27674202,2.3085881925001
50,0.8992572,0.88988072,0.90808825,0.72838499,0.71883978,0.73777492,0.899257195914578,0.271615008156607,"MDF","CAD4TBv7",0.437127863418919,0.968576431058315,0.390867023830621,0.609132976169379,"",0.27161501,2.28766016464536
51,0.89740019,0.88795199,0.90630557,0.73292939,0.7234326,0.74226779,0.897400185701021,0.267070612910743,"MDF","CAD4TBv7",0.440774015230918,0.96820772934848,0.386833231740896,0.613166768259104,"",0.26707061,2.2687362808266
52,0.89438254,0.88481975,0.90340676,0.7365416,0.72708421,0.74583815,0.894382544103993,0.263458401305057,"MDF","CAD4TBv7",0.443301894797345,0.967458369743196,0.383333988436855,0.616666011563145,"",0.2634584,2.25579906545888
53,0.89322191,0.88361567,0.90229121,0.74015381,0.73073662,0.7494077,0.89322191272052,0.259846189699371,"MDF","CAD4TBv7",0.446390606259284,0.967267779185101,0.380187577073389,0.619812422926611,"",0.25984619,2.24019051023479
54,0.89090065,0.88120852,0.90005908,0.74504777,0.73568635,0.75424256,0.890900649953575,0.254952225588441,"MDF","CAD4TBv7",0.450449808390696,0.966792225195843,0.375782426217816,0.624217573782184,"",0.25495223,2.22000316433181
55,0.88927577,0.87952431,0.8984958,0.74947565,0.740166,0.75861564,0.889275766016713,0.2505243532976,"MDF","CAD4TBv7",0.454337854967571,0.966506651331045,0.371887121714231,0.628112878285769,"",0.25052435,2.20100524106973
56,0.886026,0.87615778,0.89536733,0.75320438,0.74393932,0.76229724,0.88602599814299,0.246795618736891,"MDF","CAD4TBv7",0.457149267767345,0.965722138241526,0.36824939082405,0.63175060917595,"",0.24679562,2.18746932459033
57,0.88440111,0.87447544,0.89380217,0.75704964,0.74783152,0.76609293,0.884401114206128,0.242950361221161,"MDF","CAD4TBv7",0.460592747634538,0.965420830848794,0.364826004288304,0.635173995711696,"",0.24295036,2.17111538367829
58,0.88207985,0.87207314,0.89156519,0.75996271,0.75078081,0.7689678,0.882079851439183,0.240037287345607,"MDF","CAD4TBv7",0.462937634832606,0.964881317106983,0.362025374523386,0.637974625476614,"",0.24003729,2.16011817739033
59,0.87975859,0.86967204,0.889327,0.76415754,0.75502881,0.77310659,0.879758588672238,0.23584246096481,"MDF","CAD4TBv7",0.466667840840747,0.964404194085639,0.358186525229221,0.641813474770779,"",0.23584246,2.14285175125503
60,0.87836583,0.86823193,0.88798352,0.76811932,0.75904192,0.77701434,0.878365831012071,0.231880680494057,"MDF","CAD4TBv7",0.470491846294318,0.964185723201801,0.35471285909248,0.64528714090752,"",0.23188068,2.12543534574762
61,0.87650882,0.86631244,0.88619158,0.77219762,0.76317422,0.78103586,0.876508820798514,0.227802377068282,"MDF","CAD4TBv7",0.474386962365063,0.963843804667461,0.351056601377027,0.648943398622973,"",0.22780238,2.10798373339454
62,0.87465181,0.86439367,0.88439891,0.77580983,0.76683525,0.78459679,0.874651810584958,0.224190165462596,"MDF","CAD4TBv7",0.477844775911131,0.963484593011926,0.347777878035845,0.652222121964155,"",0.22419017,2.09272979513744
63,0.87070566,0.86031861,0.88058716,0.77895595,0.77002467,0.78769746,0.870705663881151,0.221044045676998,"MDF","CAD4TBv7",0.480243243809149,0.962524537081646,0.344479753135787,0.655520246864213,"",0.22104405,2.08227812237043
64,0.8683844,0.85792297,0.87834351,0.78315078,0.77427836,0.79183056,0.868384401114206,0.216849219296201,"MDF","CAD4TBv7",0.484360609561816,0.962073831756792,0.340640903841622,0.659359096158378,"",0.21684922,2.06457746616651
65,0.86583101,0.85528895,0.87587429,0.78722908,0.77841517,0.79584757,0.865831012070566,0.212770915870426,"MDF","CAD4TBv7",0.488367969527144,0.961558926425947,0.336852334148453,0.663147665851547,"",0.21277092,2.04763633652763
66,0.86327762,0.85265616,0.87340383,0.79142391,0.78267151,0.79997801,0.863277623026927,0.208576089489629,"MDF","CAD4TBv7",0.492606099261066,0.961055382694034,0.332969380861716,0.667030619138284,"",0.20857609,2.03001952574288
67,0.86072423,0.85002457,0.87093218,0.79480308,0.78610124,0.80330431,0.860724233983287,0.205196923793987,"MDF","CAD4TBv7",0.495948559626628,0.960518788279196,0.329747112729954,0.670252887270046,"",0.20519692,2.01633814755475
68,0.85793872,0.84715508,0.8682345,0.79829876,0.7896502,0.80674434,0.857938718662953,0.201701235143323,"MDF","CAD4TBv7",0.49943372695072,0.959930082104507,0.326386357012053,0.673613642987947,"",0.20170124,2.00226766042709
69,0.85352832,0.84261448,0.8639604,0.80272664,0.79414698,0.81110027,0.853528319405757,0.197273362852482,"MDF","CAD4TBv7",0.503694474285873,0.958955676393297,0.321961804597604,0.678038195402396,"",0.19727336,1.98533049507398
70,0.85097493,0.83998722,0.86148441,0.80598928,0.79746145,0.81430885,0.850974930362117,0.194010720111862,"MDF","CAD4TBv7",0.507114289316242,0.958431924126575,0.318833920059411,0.681166079940589,"",0.19401072,1.97194206723761
71,0.8454039,0.83425872,0.85607854,0.81018411,0.80172425,0.81843283,0.845403899721448,0.189815893731065,"MDF","CAD4TBv7",0.510935686638823,0.957158255754455,0.314377614869238,0.685622385130762,"",0.18981589,1.95719349059071
72,0.84076137,0.82948872,0.85156989,0.81437893,0.8059886,0.82255527,0.840761374187558,0.185621067350268,"MDF","CAD4TBv7",0.515142957819875,0.956145470330984,0.310097725649353,0.689902274350647,"",0.18562107,1.94120871657079
73,0.83611885,0.824722,0.84705796,0.81915637,0.81084714,0.82724834,0.836118848653668,0.18084362619436,"MDF","CAD4TBv7",0.520270847449059,0.955175648603858,0.305345918461629,0.694654081538371,"",0.18084363,1.92207578976047
74,0.83379759,0.82233983,0.84480079,0.82393381,0.8157078,0.83193929,0.833797585886722,0.176066185038453,"MDF","CAD4TBv7",0.526255950318308,0.954821106996906,0.301035151199624,0.698964848800376,"",0.17606619,1.90021604391389
75,0.82938719,0.81781585,0.84051005,0.8289443,0.82080791,0.83685671,0.829387186629526,0.171055697972501,"MDF","CAD4TBv7",0.532127597956486,0.953944856576618,0.296138680817336,0.703861319182664,"",0.1710557,1.87924851828823
76,0.82636955,0.81472207,0.8375727,0.83430436,0.82626659,0.84211446,0.826369545032498,0.165695642041482,"MDF","CAD4TBv7",0.539139581425848,0.95345529371667,0.291223683609775,0.708776316390225,"",0.16569564,1.85480724185623
77,0.82126277,0.80948927,0.83259896,0.83896528,0.83101568,0.84668402,0.821262766945218,0.161034723840597,"MDF","CAD4TBv7",0.544683708131712,0.952405004952963,0.286478052030475,0.713521947969525,"",0.16103472,1.83592786982751
78,0.81499536,0.80307191,0.82649011,0.84269401,0.8348166,0.850338,0.814995357474466,0.157305989279888,"MDF","CAD4TBv7",0.54859099608935,0.951025130312461,0.282266969236858,0.717733030763142,"",0.15730599,1.82285164563133
79,0.81104921,0.79903392,0.82264121,0.84595665,0.83814366,0.85353398,0.811049210770659,0.154043346539268,"MDF","CAD4TBv7",0.552576051680177,0.950215810870786,0.278874460743233,0.721125539256767,"",0.15404335,1.80970564496846
80,0.80501393,0.79286191,0.81675093,0.8487532,0.84099637,0.85627245,0.805013927576602,0.151246795618737,"MDF","CAD4TBv7",0.555257489957491,0.948867579529088,0.275462550690731,0.724537449309269,"",0.1512468,1.80096625094883
81,0.79781801,0.78550867,0.8097222,0.85388021,0.8462287,0.86129062,0.797818012999072,0.146119785597763,"MDF","CAD4TBv7",0.561547177515856,0.947381438360971,0.269942448804011,0.730057551195989,"",0.14611979,1.7807942770254
82,0.7906221,0.7781614,0.8026875,0.85784199,0.85027401,0.86516614,0.790622098421541,0.14215800512701,"MDF","CAD4TBv7",0.566078898904298,0.945848121470261,0.265366182852971,0.734633817147029,"",0.14215801,1.76653820153975
83,0.78690808,0.77437151,0.79905443,0.8619203,0.85444034,0.86915361,0.786908077994429,0.138079701701235,"MDF","CAD4TBv7",0.57206228436911,0.945186687136022,0.261357093196942,0.738642906803058,"",0.1380797,1.74806140401798
84,0.78133705,0.76868948,0.79360202,0.86646469,0.85908534,0.87359426,0.78133704735376,0.133535306455372,"MDF","CAD4TBv7",0.578502861895614,0.94411225935798,0.256617637226066,0.743382362773934,"",0.13353531,1.72859991863003
85,0.77460539,0.76182805,0.78700933,0.870543,0.86325629,0.8775771,0.774605385329619,0.129457003029597,"MDF","CAD4TBv7",0.583946319979444,0.942744664505344,0.252035195666601,0.747964804333399,"",0.129457,1.71248617515939
86,0.76833798,0.75544399,0.78086713,0.87636914,0.86921885,0.88326281,0.768337975858867,0.12363085527849,"MDF","CAD4TBv7",0.593129872958712,0.94161393304652,0.246125208188762,0.753874791811238,"",0.12363086,1.68597139613234
87,0.75998143,0.74693797,0.77267148,0.8817292,0.87470884,0.88848923,0.759981429897864,0.118270799347471,"MDF","CAD4TBv7",0.601161468506606,0.939979892869247,0.240195819152046,0.759804180847954,"",0.1182708,1.6634465986055
88,0.75092851,0.73773064,0.76378531,0.88755535,0.88068134,0.89416498,0.750928505106778,0.112444651596364,"MDF","CAD4TBv7",0.610363202716112,0.938239491426908,0.233756583763343,0.766243416236657,"",0.11244465,1.6383687541287
89,0.74001857,0.72664465,0.75306631,0.89361454,0.88689878,0.90006172,0.740018570102136,0.106385457935213,"MDF","CAD4TBv7",0.620011300776162,0.936116240847988,0.226775749246928,0.773224250753072,"",0.10638546,1.61287382786112
90,0.72725162,0.71368502,0.74050946,0.90060592,0.89408102,0.90685737,0.727251624883937,0.0993940806338849,"MDF","CAD4TBv7",0.631851915471271,0.933672941528272,0.218687014041395,0.781312985958605,"",0.0993940800000001,1.58264931309758
91,0.7137883,0.70003339,0.72725278,0.90689816,0.90055326,0.91296522,0.713788300835655,0.0931018410626893,"MDF","CAD4TBv7",0.642649480436753,0.931074211589373,0.211032268419553,0.788967731580447,"",0.09310184,1.55605820971082
92,0.6961467,0.68216713,0.70985986,0.91260778,0.90643358,0.91850015,0.696146703806871,0.0873922162666045,"MDF","CAD4TBv7",0.651387559663273,0.927558152220312,0.203055568899255,0.796944431100745,"",0.08739222,1.53518436937441
93,0.67618384,0.66197879,0.69014965,0.92192962,0.91605087,0.92751997,0.676183844011142,0.0780703798648334,"MDF","CAD4TBv7",0.670145695371811,0.923882247868299,0.191711938052632,0.808288061947368,"",0.07807038,1.49221282313121
94,0.6492572,0.63479374,0.663518,0.92962014,0.92400291,0.93494351,0.649257195914578,0.0703798648333722,"MDF","CAD4TBv7",0.683934270816304,0.918693981591396,0.180366557738801,0.819633442261199,"",0.07037986,1.46212880779678
95,0.6174559,0.60275125,0.6320011,0.9385924,0.93330417,0.94358038,0.617455896007428,0.0614075972966674,"MDF","CAD4TBv7",0.702255982108406,0.912739095543371,0.167056774051712,0.832943225948288,"",0.0614076,1.4239821738473
96,0.57126277,0.55632425,0.58610457,0.94884642,0.94397242,0.95341274,0.571262766945218,0.0511535772547192,"MDF","CAD4TBv7",0.723723380678021,0.904167513757257,0.149974323295914,0.850025676704086,"",0.05115358,1.38174339353684
97,0.51207057,0.49702423,0.52710052,0.95910044,0.95469315,0.96319246,0.512070566388115,0.0408995572127709,"MDF","CAD4TBv7",0.745988940387159,0.89338898036391,0.130422048956086,0.869577951043914,"",0.0408995599999999,1.34050244696793
98,0.42734448,0.41250967,0.44227789,0.97319972,0.96955977,0.9765134,0.427344475394615,0.0268002796550921,"MDF","CAD4TBv7",0.789043237113449,0.878714753219109,0.102903676845601,0.897096323154399,"",0.02680028,1.26735767187904
99,0.29085422,0.27732192,0.30467064,0.98811466,0.98559039,0.99029882,0.290854224698236,0.0118853414122582,"MDF","CAD4TBv7",0.85163799689081,0.855912549682167,0.064889429236594,0.935110570763406,"",0.01188534,1.17420782498061
100,0,0,0.00085592,1,0.99957025,1,0,0,"MDF","CAD4TBv7",NA,0.81,0,1,"",0,NA
0,1,0.99914408,1,0,0,0.00042975,1,1,"MDF","CAD4TBv6",0.19,NA,1,0,"",1,5.26315789473684
1,1,0.99914408,1,0,0,0.00042975,1,1,"MDF","CAD4TBv6",0.19,NA,1,0,"",1,5.26315789473684
2,1,0.99914408,1,0.00023305,2.822e-05,0.00084159,1,0.999766954089956,"MDF","CAD4TBv6",0.190035873166796,1,0.999811232812864,0.000188767187135896,"",0.99976695,5.26216436578947
3,1,0.99914408,1,0.00081566,0.000328,0.00167985,1,0.999184339314845,"MDF","CAD4TBv6",0.190125613064617,1,0.999339314845025,0.000660685154975416,"",0.99918434,5.25968060736842
4,1,0.99914408,1,0.00139828,0.00072271,0.00244123,1,0.998601724539734,"MDF","CAD4TBv6",0.190215439300016,1,0.998867396877185,0.00113260312281527,"",0.99860172,5.25719680631579
5,1,0.99914408,1,0.00326264,0.00216906,0.004712,1,0.99673735725938,"MDF","CAD4TBv6",0.190503450784721,1,0.997357259380098,0.00264274061990211,"",0.99673736,5.24924874526316
6,1,0.99914408,1,0.00594267,0.00442782,0.0078062,1,0.994057329293871,"MDF","CAD4TBv6",0.190919000579913,1,0.995186436728035,0.00481356327196458,"",0.99405733,5.23782335421053
7,1,0.99914408,1,0.00978793,0.00781453,0.01210398,1,0.99021207177814,"MDF","CAD4TBv6",0.191518400646383,1,0.992071778140294,0.00792822185970643,"",0.99021207,5.22143040368421
8,0.99976787,0.99870736,0.99999412,0.01293405,0.01065173,0.01555531,0.999767873723305,0.987065951992543,"MDF","CAD4TBv6",0.191975610261641,0.99580781107299,0.989479317121388,0.0105206828786124,"",0.98706595,5.20899503138506
9,0.99976787,0.99870736,0.99999412,0.0157306,0.01320515,0.0185921,0.999767873723305,0.984269401072011,"MDF","CAD4TBv6",0.19241610660801,0.996550517986205,0.987214110875757,0.0127858891242429,"",0.9842694,5.19707012904695
10,0.99976787,0.99870736,0.99999412,0.02004195,0.01718249,0.02323343,0.999767873723305,0.979958051736192,"MDF","CAD4TBv6",0.193099180011173,0.997290547250026,0.983721917913744,0.0162780820862565,"",0.97995805,5.1786858957254
11,0.99953575,0.99832398,0.99994377,0.02423677,0.02108724,0.0277147,0.999535747446611,0.975763225355395,"MDF","CAD4TBv6",0.193732189573547,0.995527001046531,0.980280004552726,0.019719995447274,"",0.97576323,5.16176481668457
12,0.99953575,0.99832398,0.99994377,0.02889769,0.02545592,0.03266404,0.999535747446611,0.971102307154509,"MDF","CAD4TBv6",0.194481193566314,0.996245744325669,0.976504660810009,0.0234953391899914,"",0.97110231,5.14188534974731
13,0.99930362,0.99796625,0.99985637,0.03390818,0.03017961,0.03795737,0.999303621169916,0.966091820088557,"MDF","CAD4TBv6",0.195256360737746,0.995205721528905,0.972402062294016,0.0275979377059844,"",0.96609182,5.12147208020089
14,0.99930362,0.99796625,0.99985637,0.04066651,0.03658603,0.04506245,0.999303621169916,0.959333488697273,"MDF","CAD4TBv6",0.196361801691379,0.995999290678865,0.966927813867076,0.0330721861329244,"",0.95933349,5.09264017434356
15,0.99930362,0.99796625,0.99985637,0.045677,0.04135642,0.05030929,0.999303621169916,0.954323001631321,"MDF","CAD4TBv6",0.197189467241325,0.996436580419198,0.962869319343654,0.0371306806563456,"",0.954323,5.07126477894571
16,0.99930362,0.99796625,0.99985637,0.05080401,0.04625291,0.05566305,0.999303621169916,0.949195991610347,"MDF","CAD4TBv6",0.198043634110846,0.99679503901702,0.958716441226665,0.0412835587733346,"",0.94919599,5.04939229422691
17,0.99860724,0.99697104,0.99948872,0.05639711,0.05160949,0.0614886,0.998607242339833,0.943602889769285,"MDF","CAD4TBv6",0.198872843655025,0.994240570077882,0.954053716757689,0.0459462832423113,"",0.94360289,5.02833861889485
18,0.99837512,0.996655,0.99934647,0.06082498,0.05585979,0.06609085,0.998375116063138,0.939175017478443,"MDF","CAD4TBv6",0.199586147448179,0.993772768766524,0.950423036209535,0.0495769637904646,"",0.93917502,5.01036776743057
19,0.99837512,0.996655,0.99934647,0.0639711,0.05888441,0.06935621,0.998375116063138,0.936028897692845,"MDF","CAD4TBv6",0.200122733988188,0.994077212175177,0.947874679183201,0.0521253208167988,"",0.9360289,4.99693353209447
20,0.99837512,0.996655,0.99934647,0.06863202,0.06337184,0.0741873,0.998375116063138,0.93136797949196,"MDF","CAD4TBv6",0.200923001898442,0.994477217599532,0.944099335440484,0.0559006645595161,"",0.93136798,4.9770309549001
21,0.99814299,0.99634425,0.99919794,0.07480774,0.06932854,0.08057765,0.998142989786444,0.925192262875786,"MDF","CAD4TBv6",0.201955787967369,0.994210850188539,0.939052900988811,0.0609470990111887,"",0.92519226,4.95157880873202
22,0.99744661,0.99543589,0.99872469,0.07958518,0.07394423,0.08551346,0.99744661095636,0.920414821719879,"MDF","CAD4TBv6",0.202678660580807,0.99253039992913,0.93505086167481,0.0649491383251898,"",0.92041482,4.93391853456276
23,0.99744661,0.99543589,0.99872469,0.08447914,0.07867882,0.09056336,0.99744661095636,0.915520857608949,"MDF","CAD4TBv6",0.203541566230156,0.992960074911576,0.931086750744957,0.0689132492550429,"",0.91552086,4.91300140075193
24,0.99744661,0.99543589,0.99872469,0.09065486,0.08466177,0.0969275,0.99744661095636,0.909345140992776,"MDF","CAD4TBv6",0.204641015387397,0.993436511011541,0.926084420285857,0.0739155797141434,"",0.90934514,4.88660593335575
25,0.99651811,0.99426364,0.99804994,0.09531578,0.0891829,0.10172494,0.996518105849582,0.90468422279189,"MDF","CAD4TBv6",0.205326683781913,0.991504023479502,0.922132660572852,0.0778673394271484,"",0.90468422,4.87028759039496
26,0.99605385,0.99368933,0.9976996,0.10114192,0.09484067,0.10771541,0.996053853296193,0.898858075040783,"MDF","CAD4TBv6",0.206306570187768,0.990931103650002,0.917325272909311,0.0826747270906891,"",0.89885808,4.8471553721719
27,0.99605385,0.99368933,0.9976996,0.10522023,0.09880504,0.11190481,0.996053853296193,0.894779771615008,"MDF","CAD4TBv6",0.207052197377831,0.99127954651104,0.914021847134433,0.0859781528655668,"",0.89477977,4.82970001122561
28,0.99582173,0.99340454,0.99752187,0.11081333,0.10424681,0.11764536,0.995821727019499,0.889186669773945,"MDF","CAD4TBv6",0.208045174434386,0.991233043572611,0.909447330650601,0.0905526693493994,"",0.88918667,4.80664837681867
29,0.99582173,0.99340454,0.99752187,0.116756,0.11003455,0.12373884,0.995821727019499,0.883243999067816,"MDF","CAD4TBv6",0.209152184283257,0.991675551301774,0.904633767378636,0.095366232621364,"",0.883244,4.78120753759706
30,0.9955896,0.99312115,0.99734263,0.12060126,0.11378259,0.12767865,0.995589600742804,0.879398741552086,"MDF","CAD4TBv6",0.209836127775653,0.991494787831335,0.901475004798322,0.0985249952016777,"",0.87939874,4.76562358732216
31,0.9946611,0.99199973,0.99661267,0.1279422,0.12094415,0.13519391,0.994661095636026,0.872057795385691,"MDF","CAD4TBv6",0.211073989750854,0.990306597937059,0.895352422433255,0.104647577566745,"",0.8720578,4.73767516869499
32,0.99442897,0.99172202,0.99642737,0.13411792,0.1269749,0.14151032,0.994428969359331,0.865882078769518,"MDF","CAD4TBv6",0.212220861830884,0.990350469535069,0.890305987981582,0.109694012018418,"",0.86588208,4.71207209024005
33,0.99442897,0.99172202,0.99642737,0.1411093,0.13380831,0.14865485,0.994428969359331,0.858890701468189,"MDF","CAD4TBv6",0.213579387877063,0.990824176801981,0.884642972367506,0.115357027632494,"",0.8588907,4.68209975662822
34,0.99442897,0.99172202,0.99642737,0.14763458,0.1401917,0.15531754,0.994428969359331,0.852365415986949,"MDF","CAD4TBv6",0.214863130730957,0.99122617939993,0.879357491127702,0.120642508872298,"",0.85236542,4.65412561288685
35,0.99396472,0.99116933,0.99605388,0.15404335,0.14646602,0.16185634,0.993964716805942,0.845956653460732,"MDF","CAD4TBv6",0.21605995940432,0.990893530366291,0.874078185496322,0.125921814503678,"",0.84595665,4.62834484814776
36,0.99326834,0.99034641,0.9954872,0.16045211,0.15274495,0.16839053,0.993268337975859,0.839547890934514,"MDF","CAD4TBv6",0.217231593911394,0.990254766183893,0.86875477587237,0.13124522412763,"",0.83954789,4.60338195745085
37,0.99303621,0.99007357,0.99529677,0.16476346,0.15697145,0.17278377,0.993036211699164,0.835236541598695,"MDF","CAD4TBv6",0.218068481950114,0.990183223386302,0.865218478917784,0.134781521082216,"",0.83523654,4.58571541864892
38,0.99257196,0.98952987,0.99491384,0.17058961,0.16268598,0.17871754,0.992571959145775,0.829410393847588,"MDF","CAD4TBv6",0.21918438170365,0.989889400362737,0.860411091254244,0.139588908745756,"",0.82941039,4.56236887057062
39,0.99233983,0.98925895,0.9947214,0.17618271,0.1681751,0.18441078,0.992339832869081,0.823817292006525,"MDF","CAD4TBv6",0.220304405930222,0.989904288998612,0.855836574770411,0.144163425229589,"",0.82381729,4.53917385708907
40,0.99210771,0.98898862,0.99452834,0.18014449,0.17206505,0.18844168,0.992107706592386,0.819855511535773,"MDF","CAD4TBv6",0.221093278041055,0.989827906865179,0.852583428596529,0.147416571403471,"",0.81985551,4.52297785287849
41,0.99164345,0.98844962,0.99414051,0.1852715,0.17710126,0.19365597,0.991643454038997,0.814728501514798,"MDF","CAD4TBv6",0.222094603210483,0.989530733197158,0.848342342494396,0.151657657505604,"",0.8147285,4.50258576995805
42,0.99094708,0.98764494,0.99355479,0.19039851,0.18213985,0.1988679,0.990947075208914,0.809601491493824,"MDF","CAD4TBv6",0.223065398748844,0.988969966733562,0.844057152399691,0.155942847600309,"",0.80960149,4.4829902154656
43,0.99048282,0.98711081,0.9931619,0.19517595,0.18683697,0.20372239,0.990482822655525,0.804824050337917,"MDF","CAD4TBv6",0.224011321697028,0.98869133622639,0.840099217078262,0.159900782921738,"",0.80482405,4.46406008600087
44,0.99001857,0.98657839,0.99276724,0.20228385,0.19382893,0.21094137,0.990018570102136,0.797716150081566,"MDF","CAD4TBv6",0.225475234497451,0.988557990929929,0.834253609885474,0.165746390114526,"",0.79771615,4.43507688207463
45,0.98653668,0.98262989,0.98976129,0.24807737,0.23896821,0.25735786,0.986536675951718,0.751922628757865,"MDF","CAD4TBv6",0.235332246139659,0.987429867348294,0.796499297724697,0.203500702275303,"",0.75192263,4.24931141568481
46,0.98305478,0.97874051,0.98669474,0.28851084,0.27894008,0.29822537,0.9830547818013,0.711489163365183,"MDF","CAD4TBv6",0.244769599407728,0.986410257175006,0.763086630868045,0.236913369131955,"",0.71148916,4.08547467667436
47,0.97980501,0.97514849,0.98379381,0.32859473,0.31865855,0.3386474,0.979805013927577,0.671405266837567,"MDF","CAD4TBv6",0.255017315925841,0.985788646494896,0.730001218784669,0.269998781215331,"",0.67140527,3.92130234909538
48,0.97655525,0.97158462,0.98086426,0.36669774,0.35649055,0.37699551,0.976555246053853,0.633302260545327,"MDF","CAD4TBv6",0.265626482202301,0.985224534470511,0.698520327791947,0.301479672208053,"",0.63330226,3.76468487520157
49,0.97144847,0.96602839,0.97621593,0.40083897,0.39044747,0.41129783,0.971448467966574,0.599161034723841,"MDF","CAD4TBv6",0.275528302151807,0.983566437113521,0.66989564703996,0.33010435296004,"",0.59916103,3.62939121749109
50,0.9681987,0.9625152,0.97323506,0.43171755,0.42120458,0.44227691,0.96819870009285,0.568282451642974,"MDF","CAD4TBv6",0.28553050995606,0.983014679143377,0.64426653884845,0.35573346115155,"",0.56828245,3.50225270201034
51,0.96332405,0.957272,0.96873687,0.45513866,0.44456131,0.46574649,0.963324048282266,0.544861337683524,"MDF","CAD4TBv6",0.293146352200373,0.981448721674407,0.624369252697284,0.375630747302716,"",0.54486134,3.41126537135442
