FileName,TID,Folder,Option
2020110768-5,2020110768-5,1st Batch\Dhanmondi_TBSTC,
2020110769-3,2020110769-3,1st Batch\Dhanmondi_TBSTC,
2020110770-1,2020110770-1,1st Batch\Dhanmondi_TBSTC,
2020110772-7,2020110772-7,1st Batch\Dhanmondi_TBSTC,
2020110773-5,2020110773-5,1st Batch\Dhanmondi_TBSTC,
2020110774-3,2020110774-3,1st Batch\Dhanmondi_TBSTC,
2020110775-0,2020110775-0,1st Batch\Dhanmondi_TBSTC,
2020110776-8,2020110776-8,1st Batch\Dhanmondi_TBSTC,
2020110800-6,2020110800-6,1st Batch\Dhanmondi_TBSTC,
2020110801-4,2020110801-4,1st Batch\Dhanmondi_TBSTC,
2020110802-2,2020110802-2,1st Batch\Dhanmondi_TBSTC,
2020110803-0,2020110803-0,1st Batch\Dhanmondi_TBSTC,
2020110804-8,2020110804-8,1st Batch\Dhanmondi_TBSTC,
2020110805-5,2020110805-5,1st Batch\Dhanmondi_TBSTC,
2020110806-3,2020110806-3,1st Batch\Dhanmondi_TBSTC,
2020110807-1,2020110807-1,1st Batch\Dhanmondi_TBSTC,
2020110808-9,2020110808-9,1st Batch\Dhanmondi_TBSTC,
2020110809-7,2020110809-7,1st Batch\Dhanmondi_TBSTC,
2020110810-5,2020110810-5,1st Batch\Dhanmondi_TBSTC,
2020110811-3,2020110811-3,1st Batch\Dhanmondi_TBSTC,
2020110812-1,2020110812-1,1st Batch\Dhanmondi_TBSTC,
2020110813-9,2020110813-9,1st Batch\Dhanmondi_TBSTC,
2020110814-7,2020110814-7,1st Batch\Dhanmondi_TBSTC,
2020110816-2,2020110816-2,1st Batch\Dhanmondi_TBSTC,
2020110817-0,2020110817-0,1st Batch\Dhanmondi_TBSTC,
2020110818-8,2020110818-8,1st Batch\Dhanmondi_TBSTC,
2020110819-6,2020110819-6,1st Batch\Dhanmondi_TBSTC,
2020110820-4,2020110820-4,1st Batch\Dhanmondi_TBSTC,
2020110821-2,2020110821-2,1st Batch\Dhanmondi_TBSTC,
2020110822-0,2020110822-0,1st Batch\Dhanmondi_TBSTC,
2020110823-8,2020110823-8,1st Batch\Dhanmondi_TBSTC,
2020110824-6,2020110824-6,1st Batch\Dhanmondi_TBSTC,
2020110825-3,2020110825-3,1st Batch\Dhanmondi_TBSTC,
2020110827-9,2020110827-9,1st Batch\Dhanmondi_TBSTC,
2020110828-7,2020110828-7,1st Batch\Dhanmondi_TBSTC,
2020110829-5,2020110829-5,1st Batch\Dhanmondi_TBSTC,
2020110830-3,2020110830-3,1st Batch\Dhanmondi_TBSTC,
2020110831-1,2020110831-1,1st Batch\Dhanmondi_TBSTC,
2020110832-9,2020110832-9,1st Batch\Dhanmondi_TBSTC,
2020110833-7,2020110833-7,1st Batch\Dhanmondi_TBSTC,
2020110834-5,2020110834-5,1st Batch\Dhanmondi_TBSTC,
2020110836-0,2020110836-0,1st Batch\Dhanmondi_TBSTC,
2020110837-8,2020110837-8,1st Batch\Dhanmondi_TBSTC,
2020110838-6,2020110838-6,1st Batch\Dhanmondi_TBSTC,
2020110839-4,2020110839-4,1st Batch\Dhanmondi_TBSTC,
2020110840-2,2020110840-2,1st Batch\Dhanmondi_TBSTC,
2020110841-0,2020110841-0,1st Batch\Dhanmondi_TBSTC,
2020110842-8,2020110842-8,1st Batch\Dhanmondi_TBSTC,
2020110843-6,2020110843-6,1st Batch\Dhanmondi_TBSTC,
2020110844-4,2020110844-4,1st Batch\Dhanmondi_TBSTC,
2020110845-1,2020110845-1,1st Batch\Dhanmondi_TBSTC,
2020110846-9,2020110846-9,1st Batch\Dhanmondi_TBSTC,
2020110848-5,2020110848-5,1st Batch\Dhanmondi_TBSTC,
2020110850-1,2020110850-1,1st Batch\Dhanmondi_TBSTC,
2020110851-9,2020110851-9,1st Batch\Dhanmondi_TBSTC,
2020110853-5,2020110853-5,1st Batch\Dhanmondi_TBSTC,
2020110854-3,2020110854-3,1st Batch\Dhanmondi_TBSTC,
2020110855-0,2020110855-0,1st Batch\Dhanmondi_TBSTC,
2020110856-8,2020110856-8,1st Batch\Dhanmondi_TBSTC,
2020110857-6,2020110857-6,1st Batch\Dhanmondi_TBSTC,
2020110858-4,2020110858-4,1st Batch\Dhanmondi_TBSTC,
2020110859-2,2020110859-2,1st Batch\Dhanmondi_TBSTC,
2020110860-0,2020110860-0,1st Batch\Dhanmondi_TBSTC,
2020110861-8,2020110861-8,1st Batch\Dhanmondi_TBSTC,
2020110862-6,2020110862-6,1st Batch\Dhanmondi_TBSTC,
2020110863-4,2020110863-4,1st Batch\Dhanmondi_TBSTC,
2020110864-2,2020110864-2,1st Batch\Dhanmondi_TBSTC,
2020110865-9,2020110865-9,1st Batch\Dhanmondi_TBSTC,
2020110866-7,2020110866-7,1st Batch\Dhanmondi_TBSTC,
2020110867-5,2020110867-5,1st Batch\Dhanmondi_TBSTC,
2020110887-3,2020110887-3,1st Batch\Dhanmondi_TBSTC,
2020110888-1,2020110888-1,1st Batch\Dhanmondi_TBSTC,
2020110889-9,2020110889-9,1st Batch\Dhanmondi_TBSTC,
2020110890-7,2020110890-7,1st Batch\Dhanmondi_TBSTC,
2020110926-9,2020110926-9,1st Batch\Dhanmondi_TBSTC,
2020110927-7,2020110927-7,1st Batch\Dhanmondi_TBSTC,
2020110928-5,2020110928-5,1st Batch\Dhanmondi_TBSTC,
2020110929-3,2020110929-3,1st Batch\Dhanmondi_TBSTC,
2020110930-1,2020110930-1,1st Batch\Dhanmondi_TBSTC,
2020110931-9,2020110931-9,1st Batch\Dhanmondi_TBSTC,
2020110932-7,2020110932-7,1st Batch\Dhanmondi_TBSTC,
2020110933-5,2020110933-5,1st Batch\Dhanmondi_TBSTC,
2020110934-3,2020110934-3,1st Batch\Dhanmondi_TBSTC,
2020110935-0,2020110935-0,1st Batch\Dhanmondi_TBSTC,
2020110936-8,2020110936-8,1st Batch\Dhanmondi_TBSTC,
2020110937-6,2020110937-6,1st Batch\Dhanmondi_TBSTC,
2020110938-4,2020110938-4,1st Batch\Dhanmondi_TBSTC,
2020110939-2,2020110939-2,1st Batch\Dhanmondi_TBSTC,
2020110940-0,2020110940-0,1st Batch\Dhanmondi_TBSTC,
2020110941-8,2020110941-8,1st Batch\Dhanmondi_TBSTC,
2020110942-6,2020110942-6,1st Batch\Dhanmondi_TBSTC,
2020110943-4,2020110943-4,1st Batch\Dhanmondi_TBSTC,
2020110944-2,2020110944-2,1st Batch\Dhanmondi_TBSTC,
2020110945-9,2020110945-9,1st Batch\Dhanmondi_TBSTC,
2020110946-7,2020110946-7,1st Batch\Dhanmondi_TBSTC,
2020110947-5,2020110947-5,1st Batch\Dhanmondi_TBSTC,
2020110974-9,2020110974-9,1st Batch\Dhanmondi_TBSTC,
2020110975-6,2020110975-6,1st Batch\Dhanmondi_TBSTC,
2020110976-4,2020110976-4,1st Batch\Dhanmondi_TBSTC,
2020110977-2,2020110977-2,1st Batch\Dhanmondi_TBSTC,
2020110978-0,2020110978-0,1st Batch\Dhanmondi_TBSTC,
2020110979-8,2020110979-8,1st Batch\Dhanmondi_TBSTC,
2020110980-6,2020110980-6,1st Batch\Dhanmondi_TBSTC,
2020110981-4,2020110981-4,1st Batch\Dhanmondi_TBSTC,
2020110982-2,2020110982-2,1st Batch\Dhanmondi_TBSTC,
2020110983-0,2020110983-0,1st Batch\Dhanmondi_TBSTC,
2020110984-8,2020110984-8,1st Batch\Dhanmondi_TBSTC,
2020110985-5,2020110985-5,1st Batch\Dhanmondi_TBSTC,
2020110986-3,2020110986-3,1st Batch\Dhanmondi_TBSTC,
2020110987-1,2020110987-1,1st Batch\Dhanmondi_TBSTC,
2020110988-9,2020110988-9,1st Batch\Dhanmondi_TBSTC,
2020110989-7,2020110989-7,1st Batch\Dhanmondi_TBSTC,
2020110990-5,2020110990-5,1st Batch\Dhanmondi_TBSTC,
2020110991-3,2020110991-3,1st Batch\Dhanmondi_TBSTC,
2020110992-1,2020110992-1,1st Batch\Dhanmondi_TBSTC,
2020110993-9,2020110993-9,1st Batch\Dhanmondi_TBSTC,
2020110994-7,2020110994-7,1st Batch\Dhanmondi_TBSTC,
2020110995-4,2020110995-4,1st Batch\Dhanmondi_TBSTC,
2020110996-2,2020110996-2,1st Batch\Dhanmondi_TBSTC,
2020110997-0,2020110997-0,1st Batch\Dhanmondi_TBSTC,
2020110998-8,2020110998-8,1st Batch\Dhanmondi_TBSTC,
2020110999-6,2020110999-6,1st Batch\Dhanmondi_TBSTC,
2020111000-2,2020111000-2,1st Batch\Dhanmondi_TBSTC,
2020111001-0,2020111001-0,1st Batch\Dhanmondi_TBSTC,
2020111002-8,2020111002-8,1st Batch\Dhanmondi_TBSTC,
2020111003-6,2020111003-6,1st Batch\Dhanmondi_TBSTC,
2020111004-4,2020111004-4,1st Batch\Dhanmondi_TBSTC,
2020111005-1,2020111005-1,1st Batch\Dhanmondi_TBSTC,
2020111006-9,2020111006-9,1st Batch\Dhanmondi_TBSTC,
2020111007-7,2020111007-7,1st Batch\Dhanmondi_TBSTC,
2020111008-5,2020111008-5,1st Batch\Dhanmondi_TBSTC,
2020111009-3,2020111009-3,1st Batch\Dhanmondi_TBSTC,
2020111010-1,2020111010-1,1st Batch\Dhanmondi_TBSTC,
2020111013-5,2020111013-5,1st Batch\Dhanmondi_TBSTC,
2020111014-3,2020111014-3,1st Batch\Dhanmondi_TBSTC,
2020111015-0,2020111015-0,1st Batch\Dhanmondi_TBSTC,
2020111016-8,2020111016-8,1st Batch\Dhanmondi_TBSTC,
2020111017-6,2020111017-6,1st Batch\Dhanmondi_TBSTC,
2020111018-4,2020111018-4,1st Batch\Dhanmondi_TBSTC,
2020111019-2,2020111019-2,1st Batch\Dhanmondi_TBSTC,
2020111020-0,2020111020-0,1st Batch\Dhanmondi_TBSTC,
2020111021-8,2020111021-8,1st Batch\Dhanmondi_TBSTC,
2020111048-1,2020111048-1,1st Batch\Dhanmondi_TBSTC,
2020111080-4,2020111080-4,1st Batch\Dhanmondi_TBSTC,
2020111081-2,2020111081-2,1st Batch\Dhanmondi_TBSTC,
2020111082-0,2020111082-0,1st Batch\Dhanmondi_TBSTC,
2020111083-8,2020111083-8,1st Batch\Dhanmondi_TBSTC,
2020111084-6,2020111084-6,1st Batch\Dhanmondi_TBSTC,
2020111085-3,2020111085-3,1st Batch\Dhanmondi_TBSTC,
2020111086-1,2020111086-1,1st Batch\Dhanmondi_TBSTC,
2020111087-9,2020111087-9,1st Batch\Dhanmondi_TBSTC,
2020111088-7,2020111088-7,1st Batch\Dhanmondi_TBSTC,
2020111089-5,2020111089-5,1st Batch\Dhanmondi_TBSTC,
2020111090-3,2020111090-3,1st Batch\Dhanmondi_TBSTC,
2020111091-1,2020111091-1,1st Batch\Dhanmondi_TBSTC,
2020111092-9,2020111092-9,1st Batch\Dhanmondi_TBSTC,
2020111093-7,2020111093-7,1st Batch\Dhanmondi_TBSTC,
2020111094-5,2020111094-5,1st Batch\Dhanmondi_TBSTC,
2020111095-2,2020111095-2,1st Batch\Dhanmondi_TBSTC,
2020111096-0,2020111096-0,1st Batch\Dhanmondi_TBSTC,
2020111099-4,2020111099-4,1st Batch\Dhanmondi_TBSTC,
2020111100-0,2020111100-0,1st Batch\Dhanmondi_TBSTC,
2020111101-8,2020111101-8,1st Batch\Dhanmondi_TBSTC,
2020111122-4,2020111122-4,1st Batch\Dhanmondi_TBSTC,
2020111123-2,2020111123-2,1st Batch\Dhanmondi_TBSTC,
2020111124-0,2020111124-0,1st Batch\Dhanmondi_TBSTC,
2020111125-7,2020111125-7,1st Batch\Dhanmondi_TBSTC,
2020111126-5,2020111126-5,1st Batch\Dhanmondi_TBSTC,
2020111127-3,2020111127-3,1st Batch\Dhanmondi_TBSTC,
2020111128-1,2020111128-1,1st Batch\Dhanmondi_TBSTC,
2020111129-9,2020111129-9,1st Batch\Dhanmondi_TBSTC,
2020111130-7,2020111130-7,1st Batch\Dhanmondi_TBSTC,
2020111131-5,2020111131-5,1st Batch\Dhanmondi_TBSTC,
2020111132-3,2020111132-3,1st Batch\Dhanmondi_TBSTC,
2020111133-1,2020111133-1,1st Batch\Dhanmondi_TBSTC,
2020111135-6,2020111135-6,1st Batch\Dhanmondi_TBSTC,
2020111137-2,2020111137-2,1st Batch\Dhanmondi_TBSTC,
2020111138-0,2020111138-0,1st Batch\Dhanmondi_TBSTC,
2020111139-8,2020111139-8,1st Batch\Dhanmondi_TBSTC,
2020111140-6,2020111140-6,1st Batch\Dhanmondi_TBSTC,
2020111141-4,2020111141-4,1st Batch\Dhanmondi_TBSTC,
2020111142-2,2020111142-2,1st Batch\Dhanmondi_TBSTC,
2020111143-0,2020111143-0,1st Batch\Dhanmondi_TBSTC,
2020111144-8,2020111144-8,1st Batch\Dhanmondi_TBSTC,
2020111145-5,2020111145-5,1st Batch\Dhanmondi_TBSTC,
2020111146-3,2020111146-3,1st Batch\Dhanmondi_TBSTC,
2020111147-1,2020111147-1,1st Batch\Dhanmondi_TBSTC,
2020111149-7,2020111149-7,1st Batch\Dhanmondi_TBSTC,
2020111150-5,2020111150-5,1st Batch\Dhanmondi_TBSTC,
2020111151-3,2020111151-3,1st Batch\Dhanmondi_TBSTC,
2020111152-1,2020111152-1,1st Batch\Dhanmondi_TBSTC,
2020111153-9,2020111153-9,1st Batch\Dhanmondi_TBSTC,
2020111154-7,2020111154-7,1st Batch\Dhanmondi_TBSTC,
2020111155-4,2020111155-4,1st Batch\Dhanmondi_TBSTC,
2020111156-2,2020111156-2,1st Batch\Dhanmondi_TBSTC,
2020111157-0,2020111157-0,1st Batch\Dhanmondi_TBSTC,
2020111158-8,2020111158-8,1st Batch\Dhanmondi_TBSTC,
2020111159-6,2020111159-6,1st Batch\Dhanmondi_TBSTC,
2020111160-4,2020111160-4,1st Batch\Dhanmondi_TBSTC,
2020111161-2,2020111161-2,1st Batch\Dhanmondi_TBSTC,
2020111163-8,2020111163-8,1st Batch\Dhanmondi_TBSTC,
2020111165-3,2020111165-3,1st Batch\Dhanmondi_TBSTC,
2020111166-1,2020111166-1,1st Batch\Dhanmondi_TBSTC,
2020111167-9,2020111167-9,1st Batch\Dhanmondi_TBSTC,
2020111168-7,2020111168-7,1st Batch\Dhanmondi_TBSTC,
2020111169-5,2020111169-5,1st Batch\Dhanmondi_TBSTC,
2020111170-3,2020111170-3,1st Batch\Dhanmondi_TBSTC,
2020111171-1,2020111171-1,1st Batch\Dhanmondi_TBSTC,
2020111172-9,2020111172-9,1st Batch\Dhanmondi_TBSTC,
2020111173-7,2020111173-7,1st Batch\Dhanmondi_TBSTC,
2020111174-5,2020111174-5,1st Batch\Dhanmondi_TBSTC,
2020111218-0,2020111218-0,1st Batch\Dhanmondi_TBSTC,
2020111219-8,2020111219-8,1st Batch\Dhanmondi_TBSTC,
2020111221-4,2020111221-4,1st Batch\Dhanmondi_TBSTC,
2020111222-2,2020111222-2,1st Batch\Dhanmondi_TBSTC,
2020111223-0,2020111223-0,1st Batch\Dhanmondi_TBSTC,
2020111226-3,2020111226-3,1st Batch\Dhanmondi_TBSTC,
2020111227-1,2020111227-1,1st Batch\Dhanmondi_TBSTC,
2020111228-9,2020111228-9,1st Batch\Dhanmondi_TBSTC,
2020111229-7,2020111229-7,1st Batch\Dhanmondi_TBSTC,
2020111230-5,2020111230-5,1st Batch\Dhanmondi_TBSTC,
2020111232-1,2020111232-1,1st Batch\Dhanmondi_TBSTC,
2020111233-9,2020111233-9,1st Batch\Dhanmondi_TBSTC,
2020111234-7,2020111234-7,1st Batch\Dhanmondi_TBSTC,
2020111235-4,2020111235-4,1st Batch\Dhanmondi_TBSTC,
2020111236-2,2020111236-2,1st Batch\Dhanmondi_TBSTC,
2020111237-0,2020111237-0,1st Batch\Dhanmondi_TBSTC,
2020111238-8,2020111238-8,1st Batch\Dhanmondi_TBSTC,
2020111239-6,2020111239-6,1st Batch\Dhanmondi_TBSTC,
2020111240-4,2020111240-4,1st Batch\Dhanmondi_TBSTC,
2020111241-2,2020111241-2,1st Batch\Dhanmondi_TBSTC,
2020111270-1,2020111270-1,1st Batch\Dhanmondi_TBSTC,
2020111271-9,2020111271-9,1st Batch\Dhanmondi_TBSTC,
2020111272-7,2020111272-7,1st Batch\Dhanmondi_TBSTC,
2020111273-5,2020111273-5,1st Batch\Dhanmondi_TBSTC,
2020111274-3,2020111274-3,1st Batch\Dhanmondi_TBSTC,
2020111275-0,2020111275-0,1st Batch\Dhanmondi_TBSTC,
2020111276-8,2020111276-8,1st Batch\Dhanmondi_TBSTC,
2020111277-6,2020111277-6,1st Batch\Dhanmondi_TBSTC,
2020111278-4,2020111278-4,1st Batch\Dhanmondi_TBSTC,
2020111279-2,2020111279-2,1st Batch\Dhanmondi_TBSTC,
2020111280-0,2020111280-0,1st Batch\Dhanmondi_TBSTC,
2020111281-8,2020111281-8,1st Batch\Dhanmondi_TBSTC,
2020111282-6,2020111282-6,1st Batch\Dhanmondi_TBSTC,
2020111283-4,2020111283-4,1st Batch\Dhanmondi_TBSTC,
2020111284-2,2020111284-2,1st Batch\Dhanmondi_TBSTC,
2020111285-9,2020111285-9,1st Batch\Dhanmondi_TBSTC,
2020111286-7,2020111286-7,1st Batch\Dhanmondi_TBSTC,
2020111287-5,2020111287-5,1st Batch\Dhanmondi_TBSTC,
2020111288-3,2020111288-3,1st Batch\Dhanmondi_TBSTC,
2020111289-1,2020111289-1,1st Batch\Dhanmondi_TBSTC,
2020111290-9,2020111290-9,1st Batch\Dhanmondi_TBSTC,
2020111291-7,2020111291-7,1st Batch\Dhanmondi_TBSTC,
2020111292-5,2020111292-5,1st Batch\Dhanmondi_TBSTC,
2020111293-3,2020111293-3,1st Batch\Dhanmondi_TBSTC,
2020111294-1,2020111294-1,1st Batch\Dhanmondi_TBSTC,
2020111295-8,2020111295-8,1st Batch\Dhanmondi_TBSTC,
2020111296-6,2020111296-6,1st Batch\Dhanmondi_TBSTC,
2020111297-4,2020111297-4,1st Batch\Dhanmondi_TBSTC,
2020111298-2,2020111298-2,1st Batch\Dhanmondi_TBSTC,
2020111299-0,2020111299-0,1st Batch\Dhanmondi_TBSTC,
2020111300-6,2020111300-6,1st Batch\Dhanmondi_TBSTC,
2020111301-4,2020111301-4,1st Batch\Dhanmondi_TBSTC,
2020111302-2,2020111302-2,1st Batch\Dhanmondi_TBSTC,
2020111303-0,2020111303-0,1st Batch\Dhanmondi_TBSTC,
2020111304-8,2020111304-8,1st Batch\Dhanmondi_TBSTC,
2020111305-5,2020111305-5,1st Batch\Dhanmondi_TBSTC,
2020111306-3,2020111306-3,1st Batch\Dhanmondi_TBSTC,
2020111307-1,2020111307-1,1st Batch\Dhanmondi_TBSTC,
2020111308-9,2020111308-9,1st Batch\Dhanmondi_TBSTC,
2020111353-5,2020111353-5,1st Batch\Dhanmondi_TBSTC,
2020111354-3,2020111354-3,1st Batch\Dhanmondi_TBSTC,
2020111360-0,2020111360-0,1st Batch\Dhanmondi_TBSTC,
2020111361-8,2020111361-8,1st Batch\Dhanmondi_TBSTC,
2020111362-6,2020111362-6,1st Batch\Dhanmondi_TBSTC,
2020111363-4,2020111363-4,1st Batch\Dhanmondi_TBSTC,
2020111364-2,2020111364-2,1st Batch\Dhanmondi_TBSTC,
2020111365-9,2020111365-9,1st Batch\Dhanmondi_TBSTC,
2020111366-7,2020111366-7,1st Batch\Dhanmondi_TBSTC,
2020111367-5,2020111367-5,1st Batch\Dhanmondi_TBSTC,
2020111368-3,2020111368-3,1st Batch\Dhanmondi_TBSTC,
2020111369-1,2020111369-1,1st Batch\Dhanmondi_TBSTC,
2020111370-9,2020111370-9,1st Batch\Dhanmondi_TBSTC,
2020111371-7,2020111371-7,1st Batch\Dhanmondi_TBSTC,
2020111372-5,2020111372-5,1st Batch\Dhanmondi_TBSTC,
2020111373-3,2020111373-3,1st Batch\Dhanmondi_TBSTC,
2020111374-1,2020111374-1,1st Batch\Dhanmondi_TBSTC,
2020111375-8,2020111375-8,1st Batch\Dhanmondi_TBSTC,
2020111376-6,2020111376-6,1st Batch\Dhanmondi_TBSTC,
2020111377-4,2020111377-4,1st Batch\Dhanmondi_TBSTC,
2020111378-2,2020111378-2,1st Batch\Dhanmondi_TBSTC,
2020111379-0,2020111379-0,1st Batch\Dhanmondi_TBSTC,
2020111380-8,2020111380-8,1st Batch\Dhanmondi_TBSTC,
2020111381-6,2020111381-6,1st Batch\Dhanmondi_TBSTC,
2020111382-4,2020111382-4,1st Batch\Dhanmondi_TBSTC,
2020111414-5,2020111414-5,1st Batch\Dhanmondi_TBSTC,
2020111416-0,2020111416-0,1st Batch\Dhanmondi_TBSTC,
2020111417-8,2020111417-8,1st Batch\Dhanmondi_TBSTC,
2020111418-6,2020111418-6,1st Batch\Dhanmondi_TBSTC,
2020111419-4,2020111419-4,1st Batch\Dhanmondi_TBSTC,
2020111420-2,2020111420-2,1st Batch\Dhanmondi_TBSTC,
2020111421-0,2020111421-0,1st Batch\Dhanmondi_TBSTC,
2020111422-8,2020111422-8,1st Batch\Dhanmondi_TBSTC,
2020111423-6,2020111423-6,1st Batch\Dhanmondi_TBSTC,
2020111425-1,2020111425-1,1st Batch\Dhanmondi_TBSTC,
2020111426-9,2020111426-9,1st Batch\Dhanmondi_TBSTC,
2020111427-7,2020111427-7,1st Batch\Dhanmondi_TBSTC,
2020111428-5,2020111428-5,1st Batch\Dhanmondi_TBSTC,
2020111429-3,2020111429-3,1st Batch\Dhanmondi_TBSTC,
2020111430-1,2020111430-1,1st Batch\Dhanmondi_TBSTC,
2020111433-5,2020111433-5,1st Batch\Dhanmondi_TBSTC,
2020111434-3,2020111434-3,1st Batch\Dhanmondi_TBSTC,
2020111435-0,2020111435-0,1st Batch\Dhanmondi_TBSTC,
2020111436-8,2020111436-8,1st Batch\Dhanmondi_TBSTC,
2020111437-6,2020111437-6,1st Batch\Dhanmondi_TBSTC,
2020111438-4,2020111438-4,1st Batch\Dhanmondi_TBSTC,
2020111439-2,2020111439-2,1st Batch\Dhanmondi_TBSTC,
2020111440-0,2020111440-0,1st Batch\Dhanmondi_TBSTC,
2020111442-6,2020111442-6,1st Batch\Dhanmondi_TBSTC,
2020111470-7,2020111470-7,1st Batch\Dhanmondi_TBSTC,
2020111472-3,2020111472-3,1st Batch\Dhanmondi_TBSTC,
2020111473-1,2020111473-1,1st Batch\Dhanmondi_TBSTC,
2020111474-9,2020111474-9,1st Batch\Dhanmondi_TBSTC,
2020111475-6,2020111475-6,1st Batch\Dhanmondi_TBSTC,
2020111476-4,2020111476-4,1st Batch\Dhanmondi_TBSTC,
2020111477-2,2020111477-2,1st Batch\Dhanmondi_TBSTC,
2020111478-0,2020111478-0,1st Batch\Dhanmondi_TBSTC,
2020111479-8,2020111479-8,1st Batch\Dhanmondi_TBSTC,
2020111480-6,2020111480-6,1st Batch\Dhanmondi_TBSTC,
2020111481-4,2020111481-4,1st Batch\Dhanmondi_TBSTC,
2020111482-2,2020111482-2,1st Batch\Dhanmondi_TBSTC,
2020111483-0,2020111483-0,1st Batch\Dhanmondi_TBSTC,
2020111484-8,2020111484-8,1st Batch\Dhanmondi_TBSTC,
2020111485-5,2020111485-5,1st Batch\Dhanmondi_TBSTC,
2020111486-3,2020111486-3,1st Batch\Dhanmondi_TBSTC,
2020111487-1,2020111487-1,1st Batch\Dhanmondi_TBSTC,
2020111488-9,2020111488-9,1st Batch\Dhanmondi_TBSTC,
2020111489-7,2020111489-7,1st Batch\Dhanmondi_TBSTC,
2020111490-5,2020111490-5,1st Batch\Dhanmondi_TBSTC,
2020111491-3,2020111491-3,1st Batch\Dhanmondi_TBSTC,
2020111492-1,2020111492-1,1st Batch\Dhanmondi_TBSTC,
2020111493-9,2020111493-9,1st Batch\Dhanmondi_TBSTC,
2020111494-7,2020111494-7,1st Batch\Dhanmondi_TBSTC,
2020111496-2,2020111496-2,1st Batch\Dhanmondi_TBSTC,
2020111548-0,2020111548-0,1st Batch\Dhanmondi_TBSTC,
2020111549-8,2020111549-8,1st Batch\Dhanmondi_TBSTC,
2020111550-6,2020111550-6,1st Batch\Dhanmondi_TBSTC,
2020111551-4,2020111551-4,1st Batch\Dhanmondi_TBSTC,
2020111552-2,2020111552-2,1st Batch\Dhanmondi_TBSTC,
2020111553-0,2020111553-0,1st Batch\Dhanmondi_TBSTC,
2020111554-8,2020111554-8,1st Batch\Dhanmondi_TBSTC,
2020111555-5,2020111555-5,1st Batch\Dhanmondi_TBSTC,
2020111556-3,2020111556-3,1st Batch\Dhanmondi_TBSTC,
2020111557-1,2020111557-1,1st Batch\Dhanmondi_TBSTC,
2020111558-9,2020111558-9,1st Batch\Dhanmondi_TBSTC,
2020111559-7,2020111559-7,1st Batch\Dhanmondi_TBSTC,
2020111560-5,2020111560-5,1st Batch\Dhanmondi_TBSTC,
2020111561-3,2020111561-3,1st Batch\Dhanmondi_TBSTC,
2020111562-1,2020111562-1,1st Batch\Dhanmondi_TBSTC,
2020111563-9,2020111563-9,1st Batch\Dhanmondi_TBSTC,
2020111564-7,2020111564-7,1st Batch\Dhanmondi_TBSTC,
2020111565-4,2020111565-4,1st Batch\Dhanmondi_TBSTC,
2020111566-2,2020111566-2,1st Batch\Dhanmondi_TBSTC,
2020111567-0,2020111567-0,1st Batch\Dhanmondi_TBSTC,
2020111568-8,2020111568-8,1st Batch\Dhanmondi_TBSTC,
2020111569-6,2020111569-6,1st Batch\Dhanmondi_TBSTC,
2020111570-4,2020111570-4,1st Batch\Dhanmondi_TBSTC,
2020111571-2,2020111571-2,1st Batch\Dhanmondi_TBSTC,
2020111572-0,2020111572-0,1st Batch\Dhanmondi_TBSTC,
2020111573-8,2020111573-8,1st Batch\Dhanmondi_TBSTC,
2020111574-6,2020111574-6,1st Batch\Dhanmondi_TBSTC,
2020111576-1,2020111576-1,1st Batch\Dhanmondi_TBSTC,
2020111577-9,2020111577-9,1st Batch\Dhanmondi_TBSTC,
2020111578-7,2020111578-7,1st Batch\Dhanmondi_TBSTC,
2020111579-5,2020111579-5,1st Batch\Dhanmondi_TBSTC,
2020111580-3,2020111580-3,1st Batch\Dhanmondi_TBSTC,
2020111581-1,2020111581-1,1st Batch\Dhanmondi_TBSTC,
2020111582-9,2020111582-9,1st Batch\Dhanmondi_TBSTC,
2020111583-7,2020111583-7,1st Batch\Dhanmondi_TBSTC,
2020111584-5,2020111584-5,1st Batch\Dhanmondi_TBSTC,
2020111585-2,2020111585-2,1st Batch\Dhanmondi_TBSTC,
2020111586-0,2020111586-0,1st Batch\Dhanmondi_TBSTC,
2020111587-8,2020111587-8,1st Batch\Dhanmondi_TBSTC,
2020111588-6,2020111588-6,1st Batch\Dhanmondi_TBSTC,
2020111589-4,2020111589-4,1st Batch\Dhanmondi_TBSTC,
2020111591-0,2020111591-0,1st Batch\Dhanmondi_TBSTC,
2020111592-8,2020111592-8,1st Batch\Dhanmondi_TBSTC,
2020111593-6,2020111593-6,1st Batch\Dhanmondi_TBSTC,
2020111594-4,2020111594-4,1st Batch\Dhanmondi_TBSTC,
2020111595-1,2020111595-1,1st Batch\Dhanmondi_TBSTC,
2020111596-9,2020111596-9,1st Batch\Dhanmondi_TBSTC,
2020111597-7,2020111597-7,1st Batch\Dhanmondi_TBSTC,
2020111598-5,2020111598-5,1st Batch\Dhanmondi_TBSTC,
2020111599-3,2020111599-3,1st Batch\Dhanmondi_TBSTC,
2020111600-9,2020111600-9,1st Batch\Dhanmondi_TBSTC,
2020111601-7,2020111601-7,1st Batch\Dhanmondi_TBSTC,
2020111602-5,2020111602-5,1st Batch\Dhanmondi_TBSTC,
2020111603-3,2020111603-3,1st Batch\Dhanmondi_TBSTC,
2020111604-1,2020111604-1,1st Batch\Dhanmondi_TBSTC,
