"Sens","Sens_L","Sens_H","Spec","Spec_L","Spec_H","Score","accuracy","Site","DeepLearningSystem","X","Sen_95CI","Spe_95CI","Sensitivity","Specificity","Index","PPV","NPV","XpertSaved","nnt","CAD_Pos"
0.96169916,0.95553043,0.96723126,0.59053834,0.58004716,0.600968,26,0.715,"MDF","qXRv3",0.40946166,"95.553-96.72313%","58.0047-60.0968%","96.2% (95.553-96.72313%)","59.1% (58.0047-60.0968%)","qXRv3_26",0.355224600880833,0.985014494302837,0.485613210976657,2.81512034222953,0.514386789023343
0.96053853,0.95428816,0.9661541,0.59554882,0.58507601,0.60595672,27,0.718,"MDF","qXRv3",0.40445118,"95.429-96.61541%","58.5076-60.5957%","96.1% (95.429-96.61541%)","59.6% (58.5076-60.5957%)","qXRv3_27",0.35777208093592,0.984695247361892,0.489892225462938,2.79507556146929,0.510107774537062
0.95891365,0.95255124,0.96464379,0.60067583,0.59022298,0.61106028,28,0.72,"MDF","qXRv3",0.39932417,"95.255-96.46438%","59.0223-61.1060%","95.9% (95.255-96.46438%)","60.1% (59.0223-61.1060%)","qXRv3_28",0.360318348831987,0.984208868132064,0.494353831527931,2.77532355274611,0.505646168472069
0.95728877,0.95081682,0.96313097,0.60428804,0.59384997,0.61465527,29,0.722,"MDF","qXRv3",0.39571196,"95.082-96.31310%","59.3850-61.4655%","95.7% (95.082-96.31310%)","60.4% (59.3850-61.4655%)","qXRv3_29",0.362023653493053,0.983691072886429,0.49758845087654,2.76225045063026,0.50241154912346
0.95612813,0.94957941,0.96204891,0.60790026,0.59747754,0.61824966,30,0.724,"MDF","qXRv3",0.39209974,"94.958-96.20489%","59.7478-61.8250%","95.6% (94.958-96.20489%)","60.8% (59.7478-61.8250%)","qXRv3_30",0.363863471114355,0.983353155796296,0.500734862240006,2.74828357168538,0.499265137759994
0.95519963,0.94859033,0.96118241,0.61244465,0.6020421,0.6227708,31,0.727,"MDF","qXRv3",0.38755535,"94.859-96.11824%","60.2042-62.2771%","95.5% (94.859-96.11824%)","61.2% (60.2042-62.2771%)","qXRv3_31",0.366340504088411,0.983130794175548,0.504592238359443,2.72970088985483,0.495407761640557
0.95357474,0.94686115,0.95966431,0.61792123,0.60754424,0.6282181,32,0.73,"MDF","qXRv3",0.38207877,"94.686-95.96643%","60.7544-62.8218%","95.4% (94.686-95.96643%)","61.8% (60.7544-62.8218%)","qXRv3_32",0.36925384431312,0.982681801097371,0.50933699520514,2.70816408657893,0.49066300479486
0.95264624,0.945874,0.95879586,0.62199953,0.61164248,0.6322737,33,0.733,"MDF","qXRv3",0.37800047,"94.587-95.87959%","61.1642-63.2274%","95.3% (94.587-95.87959%)","62.2% (61.1642-63.2274%)","qXRv3_33",0.371529227856246,0.982455306049365,0.512816836950305,2.69157827977649,0.487183163049695
0.95194986,0.94513407,0.95814409,0.62596131,0.61562436,0.63621268,34,0.735,"MDF","qXRv3",0.37403869,"94.513-95.81441%","61.5624-63.6213%","95.2% (94.513-95.81441%)","62.6% (61.5624-63.6213%)","qXRv3_34",0.373821502817647,0.982312541353493,0.516158191109331,2.67507351092055,0.483841808890669
0.9505571,0.94365532,0.95683943,0.63120485,0.62089563,0.64142492,35,0.738,"MDF","qXRv3",0.36879515,"94.366-95.68394%","62.0896-64.1425%","95.1% (94.366-95.68394%)","63.1% (62.0896-64.1425%)","qXRv3_35",0.376788181325309,0.981957574729431,0.52067007677532,2.6540110586341,0.47932992322468
0.94823584,0.94119385,0.95466187,0.63621533,0.62593382,0.64640429,36,0.74,"MDF","qXRv3",0.36378467,"94.119-95.46619%","62.5934-64.6404%","94.8% (94.119-95.46619%)","63.6% (62.5934-64.6404%)","qXRv3_36",0.379429818565976,0.981272354196059,0.52516961122446,2.63553350598385,0.47483038877554
0.94661096,0.93947302,0.95313536,0.64297367,0.63273142,0.65311876,37,0.744,"MDF","qXRv3",0.35702633,"93.947-95.31354%","63.2731-65.3119%","94.7% (93.947-95.31354%)","64.3% (63.2731-65.3119%)","qXRv3_37",0.383449686919783,0.980894871245908,0.530952587599404,2.607904072195,0.469047412400596
0.94405757,0.93677232,0.95073308,0.64740154,0.6371862,0.65751671,38,0.747,"MDF","qXRv3",0.35259846,"93.677-95.07331%","63.7186-65.7517%","94.4% (93.677-95.07331%)","64.7% (63.7186-65.7517%)","qXRv3_38",0.385764120168976,0.980133497638865,0.535024308073277,2.59225767176577,0.464975691926723
0.9417363,0.93432061,0.9485457,0.65136332,0.64117287,0.66145091,39,0.748,"MDF","qXRv3",0.34863668,"93.432-94.85457%","64.1173-66.1451%","94.2% (93.432-94.85457%)","65.1% (64.1173-66.1451%)","qXRv3_39",0.387860318123879,0.979449360949221,0.538674390180307,2.57824776929257,0.461325609819693
0.93941504,0.93187202,0.94635518,0.65637381,0.64621593,0.66642542,40,0.751,"MDF","qXRv3",0.34362619,"93.187-94.63552%","64.6216-66.6425%","93.9% (93.187-94.63552%)","65.6% (64.6216-66.6425%)","qXRv3_40",0.390715129313717,0.978807630859993,0.543173924629447,2.55940946478443,0.456826075370553
0.93825441,0.93064884,0.9452588,0.66045211,0.65032166,0.67047352,41,0.753,"MDF","qXRv3",0.33954789,"93.065-94.52588%","65.0322-67.0474%","93.8% (93.065-94.52588%)","66.0% (65.0322-67.0474%)","qXRv3_41",0.393266050552022,0.978540867418691,0.546697870367185,2.54280784877391,0.453302129632815
0.9363974,0.92869324,0.9435031,0.66348171,0.65337216,0.67348015,42,0.755,"MDF","qXRv3",0.33651829,"92.869-94.35031%","65.3372-67.3480%","93.6% (92.869-94.35031%)","66.3% (65.3372-67.3480%)","qXRv3_42",0.394933083088544,0.978008387444867,0.549504675740527,2.53207452811898,0.450495324259473
0.9354689,0.9277161,0.94262458,0.66697739,0.65689255,0.67694876,43,0.757,"MDF","qXRv3",0.33302261,"92.772-94.26246%","65.6893-67.6949%","93.5% (92.772-94.26246%)","66.7% (65.6893-67.6949%)","qXRv3_43",0.397193505279284,0.977808815376925,0.552512599517852,2.51766453053369,0.447487400482148
0.93430826,0.92649529,0.94152582,0.67128874,0.66123521,0.68122586,44,0.759,"MDF","qXRv3",0.32871126,"92.650-94.15258%","66.1235-68.1226%","93.4% (92.650-94.15258%)","67.1% (66.1235-68.1226%)","qXRv3_44",0.400019589670605,0.977560477066389,0.556225312442726,2.4998775705546,0.443774687557274
0.93268338,0.92478725,0.93998645,0.67560009,0.66557882,0.68550202,45,0.762,"MDF","qXRv3",0.32439991,"92.479-93.99864%","66.5579-68.5502%","93.3% (92.479-93.99864%)","67.6% (66.5579-68.5502%)","qXRv3_45",0.402773652806488,0.977161502267469,0.560026233352743,2.48278404764586,0.439973766647257
0.9310585,0.92308046,0.93844583,0.67874621,0.66874909,0.68862185,46,0.763,"MDF","qXRv3",0.32125379,"92.308-93.84458%","66.8749-68.8622%","93.1% (92.308-93.84458%)","67.9% (66.8749-68.8622%)","qXRv3_46",0.404699983118855,0.976728951367704,0.562883318327081,2.47096625083454,0.437116681672919
0.93012999,0.9221057,0.93756492,0.68282452,0.67285945,0.69266532,47,0.765,"MDF","qXRv3",0.31717548,"92.211-93.75649%","67.2859-69.2665%","93.0% (92.211-93.75649%)","68.3% (67.2859-69.2665%)","qXRv3_47",0.407540787732372,0.976560442548316,0.566363160072246,2.45374212864478,0.433636839927754
0.92873723,0.92064428,0.93624284,0.68597064,0.67603091,0.69578396,48,0.767,"MDF","qXRv3",0.31402936,"92.064-93.62428%","67.6031-69.5784%","92.9% (92.064-93.62428%)","68.6% (67.6031-69.5784%)","qXRv3_48",0.409587518261085,0.976211360180711,0.569176141054012,2.44148064922859,0.430823858945988
0.92641597,0.91821045,0.93403749,0.69121417,0.68131782,0.70098055,49,0.77,"MDF","qXRv3",0.30878583,"91.821-93.40375%","68.1318-70.0981%","92.6% (91.821-93.40375%)","69.1% (68.1318-70.0981%)","qXRv3_49",0.413058782760115,0.975637163339192,0.573864442690289,2.42096292764401,0.426135557309711
0.92525534,0.91699438,0.93293396,0.69634118,0.68648868,0.70606022,50,0.773,"MDF","qXRv3",0.30365882,"91.699-93.29340%","68.6489-70.6060%","92.5% (91.699-93.29340%)","69.6% (68.6489-70.6060%)","qXRv3_50",0.416819079028291,0.975440062223309,0.578237840770138,2.39912242580461,0.421762159229862
0.9231662,0.91480685,0.93094623,0.70030296,0.69048532,0.70998445,51,0.775,"MDF","qXRv3",0.29969704,"91.481-93.09462%","69.0485-70.9984%","92.3% (91.481-93.09462%)","70.0% (69.0485-70.9984%)","qXRv3_51",0.419464272493149,0.974910067773796,0.581843818884595,2.38399326373221,0.418156181115405
0.92084494,0.91237827,0.92873561,0.70414822,0.69436523,0.71379243,52,0.777,"MDF","qXRv3",0.29585178,"91.238-92.87356%","69.4365-71.3792%","92.1% (91.238-92.87356%)","70.4% (69.4365-71.3792%)","qXRv3_52",0.42199791575543,0.974309064328791,0.585399517398056,2.36967995021936,0.414600482601944
0.91968431,0.91116474,0.92762952,0.70950827,0.69977497,0.71909915,53,0.78,"MDF","qXRv3",0.29049173,"91.116-92.76295%","69.9775-71.9099%","92.0% (91.116-92.76295%)","71.0% (69.9775-71.9099%)","qXRv3_53",0.426155337907854,0.974133945267135,0.589961682665041,2.34656218295739,0.410038317334959
0.91736305,0.90873919,0.92541587,0.71230482,0.70259809,0.72186723,54,0.781,"MDF","qXRv3",0.28769518,"90.874-92.54159%","70.2598-72.1867%","91.7% (90.874-92.54159%)","71.2% (70.2598-72.1867%)","qXRv3_54",0.427903889895312,0.973507895660209,0.592667928836391,2.33697338027157,0.407332071163609
0.91597029,0.90728478,0.92408674,0.71661617,0.70695127,0.72613381,55,0.783,"MDF","qXRv3",0.28338383,"90.728-92.40867%","70.6951-72.6134%","91.6% (90.728-92.40867%)","71.7% (70.6951-72.6134%)","qXRv3_55",0.431231478909787,0.973231082214328,0.596424745753836,2.31894017229016,0.403575254246164
0.91388115,0.90510443,0.92209179,0.7233745,0.71377734,0.7328198,56,0.787,"MDF","qXRv3",0.2766255,"90.510-92.20918%","71.3777-73.2820%","91.4% (90.510-92.20918%)","72.3% (71.3777-73.2820%)","qXRv3_56",0.436599547427065,0.972832986609947,0.602295930113924,2.2904283934629,0.397704069886076
0.91155989,0.90268354,0.91987344,0.72780238,0.71825105,0.73719882,57,0.789,"MDF","qXRv3",0.27219762,"90.268-91.98734%","71.8251-73.7199%","91.2% (90.268-91.98734%)","72.8% (71.8251-73.7199%)","qXRv3_57",0.439945997603032,0.972286049360893,0.606323546595225,2.27300624496716,0.393676453404775
0.90738162,0.89833032,0.91587603,0.73223025,0.72272593,0.74157666,58,0.791,"MDF","qXRv3",0.26776975,"89.833-91.58760%","72.2726-74.1577%","90.7% (89.833-91.58760%)","73.2% (72.2726-74.1577%)","qXRv3_58",0.442857120167834,0.971184907331997,0.610703995017102,2.25806463181854,0.389296004982898
0.90482823,0.89567267,0.91343052,0.73759031,0.7281445,0.74687455,59,0.793,"MDF","qXRv3",0.26240969,"89.567-91.34305%","72.8144-74.6875%","90.5% (89.567-91.34305%)","73.8% (72.8144-74.6875%)","qXRv3_59",0.447155085676163,0.970622693990042,0.615530784239518,2.23636056489854,0.384469215760482
0.89972145,0.89036305,0.90853377,0.74190165,0.73250421,0.75113461,60,0.795,"MDF","qXRv3",0.25809835,"89.036-90.85338%","73.2504-75.1135%","90.0% (89.036-90.85338%)","74.2% (73.2504-75.1135%)","qXRv3_60",0.449852747216675,0.96926914258831,0.619993265038115,2.22294963449082,0.380006734961885
0.89623955,0.886747,0.90519093,0.74644605,0.73710084,0.75562367,61,0.797,"MDF","qXRv3",0.25355395,"88.675-90.51909%","73.7101-75.5624%","89.6% (88.675-90.51909%)","74.6% (73.7101-75.5624%)","qXRv3_61",0.453291817942499,0.968423265265144,0.624335785075844,2.20608438188675,0.375664214924156
0.89368617,0.88409726,0.90273747,0.75017478,0.74087343,0.75930601,62,0.798,"MDF","qXRv3",0.24982522,"88.410-90.27375%","74.0873-75.9306%","89.4% (88.410-90.27375%)","75.0% (74.0873-75.9306%)","qXRv3_62",0.45625784496261,0.967826852210262,0.627841203988309,2.19174313612503,0.372158796011691
0.89090065,0.88120852,0.90005908,0.75576789,0.74653401,0.76482781,63,0.801,"MDF","qXRv3",0.24423211,"88.121-90.00591%","74.6534-76.4828%","89.1% (88.121-90.00591%)","75.6% (74.6534-76.4828%)","qXRv3_63",0.461104667562486,0.967247830477535,0.632900864390433,2.16870500419406,0.367099135609567
0.88741876,0.87760027,0.89670841,0.76054533,0.75137074,0.7695427,64,0.803,"MDF","qXRv3",0.23945467,"87.760-89.67084%","75.1371-76.9543%","88.7% (87.760-89.67084%)","76.1% (75.1371-76.9543%)","qXRv3_64",0.465042793365777,0.96644280414365,0.637432151615298,2.15033974134388,0.362567848384702
0.88370474,0.87375462,0.8931312,0.76555581,0.75644508,0.77448592,65,0.805,"MDF","qXRv3",0.23444419,"87.375-89.31312%","75.6445-77.4486%","88.4% (87.375-89.31312%)","76.6% (75.6445-77.4486%)","qXRv3_65",0.469262624117482,0.96559292040337,0.642196310019871,2.1310028726039,0.357803689980129
0.87952646,0.86943199,0.88910312,0.76986716,0.76081276,0.77873799,66,0.807,"MDF","qXRv3",0.23013284,"86.943-88.91031%","76.0813-77.8738%","88.0% (86.943-88.91031%)","77.0% (76.0813-77.8738%)","qXRv3_66",0.472706349722796,0.964593044475281,0.646482374848179,2.11547824687868,0.353517625151821
0.87488394,0.86463348,0.88462304,0.77487765,0.76589038,0.78367793,67,0.808,"MDF","qXRv3",0.22512235,"86.463-88.46230%","76.5890-78.3678%","87.5% (86.463-88.46230%)","77.5% (76.5890-78.3678%)","qXRv3_67",0.476875765626454,0.963507500807833,0.65142294922304,2.09698221650315,0.34857705077696
0.87140204,0.86103752,0.88126005,0.77977162,0.77085167,0.78850122,68,0.81,"MDF","qXRv3",0.22022838,"86.104-88.12600%","77.0852-78.8501%","87.1% (86.104-88.12600%)","78.0% (77.0852-78.8501%)","qXRv3_68",0.481365679690781,0.962756400236496,0.656048620041472,2.07742272079384,0.343951379958528
0.86884865,0.85840201,0.87879232,0.78536472,0.7765239,0.79401138,69,0.813,"MDF","qXRv3",0.21463528,"85.840-87.87923%","77.6524-79.4011%","86.9% (85.840-87.87923%)","78.5% (77.6524-79.4011%)","qXRv3_69",0.487057530106681,0.962305087364878,0.661064176451025,2.05314554890665,0.338935823548975
0.86350975,0.85289546,0.87362847,0.79049173,0.78172554,0.79906026,70,0.815,"MDF","qXRv3",0.20950827,"85.290-87.36285%","78.1726-79.9060%","86.4% (85.290-87.36285%)","79.0% (78.1726-79.9060%)","qXRv3_70",0.49155875204578,0.961074867380232,0.666231446397169,2.03434481806738,0.333768553602831
0.8586351,0.84787232,0.86890905,0.79550221,0.78681095,0.80399239,71,0.817,"MDF","qXRv3",0.20449779,"84.787-86.89090%","78.6811-80.3992%","85.9% (84.787-86.89090%)","79.6% (78.6811-80.3992%)","qXRv3_71",0.496194246341438,0.959984079410991,0.671216124764601,2.01533977343197,0.328783875235399
0.85329619,0.84237559,0.86373535,0.80086227,0.7922534,0.80926639,72,0.818,"MDF","qXRv3",0.19913773,"84.238-86.37354%","79.2253-80.9266%","85.3% (84.238-86.37354%)","80.1% (79.2253-80.9266%)","qXRv3_72",0.501274959518992,0.958801550757152,0.676572161897881,1.99491313302298,0.323427838102119
0.85051068,0.83950965,0.86103411,0.80843626,0.7999479,0.81671469,73,0.822,"MDF","qXRv3",0.19156374,"83.951-86.10341%","79.9948-81.6715%","85.1% (83.951-86.10341%)","80.8% (79.9948-81.6715%)","qXRv3_73",0.510150153948247,0.958428776282889,0.68323634339066,1.96020719049209,0.31676365660934
0.8454039,0.83425872,0.85607854,0.81367979,0.80527776,0.82186831,74,0.824,"MDF","qXRv3",0.18632021,"83.426-85.60785%","80.5278-82.1868%","84.5% (83.426-85.60785%)","81.4% (80.5278-82.1868%)","qXRv3_74",0.515579348536442,0.957334457000552,0.6884538929378,1.93956566111243,0.3115461070622
0.83867224,0.8273433,0.84953992,0.82125379,0.81298082,0.82930804,75,0.827,"MDF","qXRv3",0.17874621,"82.734-84.95399%","81.2981-82.9308%","83.9% (82.734-84.95399%)","82.1% (81.2981-82.9308%)","qXRv3_75",0.523942380355146,0.955951011889572,0.695867842304303,1.90860681917383,0.304132157695697
0.83031569,0.81876804,0.84141359,0.82719646,0.81902852,0.83514161,76,0.828,"MDF","qXRv3",0.17280354,"81.877-84.14136%","81.9029-83.5142%","83.0% (81.877-84.14136%)","82.7% (81.9029-83.5142%)","qXRv3_76",0.529874488635665,0.954091648720242,0.702269149308858,1.88723937733788,0.297730850691142
0.82056639,0.80877597,0.83192045,0.83512002,0.82709752,0.8429143,77,0.83,"MDF","qXRv3",0.16487998,"80.878-83.19204%","82.7098-84.2914%","82.1% (80.878-83.19204%)","83.5% (82.7098-84.2914%)","qXRv3_77",0.538614661042031,0.952019020756563,0.710539601359499,1.85661489062579,0.289460398640501
0.8136026,0.80164651,0.8251319,0.84222792,0.8343414,0.84988133,78,0.833,"MDF","qXRv3",0.15777208,"80.165-82.51319%","83.4341-84.9881%","81.4% (80.165-82.51319%)","84.2% (83.4341-84.9881%)","qXRv3_78",0.547434522094568,0.950648671973163,0.717620120344302,1.82670248155679,0.282379879655698
0.80362117,0.79143823,0.81539101,0.85073409,0.84301759,0.85821165,79,0.835,"MDF","qXRv3",0.14926591,"79.144-81.53910%","84.3018-85.8212%","80.4% (79.144-81.53910%)","85.1% (84.3018-85.8212%)","qXRv3_79",0.558083700315919,0.94863485796683,0.726406594355355,1.79184591743841,0.273593405644645
0.7871402,0.77460833,0.79928154,0.85935679,0.85182126,0.86664744,80,0.835,"MDF","qXRv3",0.14064321,"77.461-79.92815%","85.1821-86.6647%","78.7% (77.461-79.92815%)","85.9% (85.1821-86.6647%)","qXRv3_80",0.567625545296703,0.945088752097535,0.736522363751992,1.76172479953715,0.263477636248008
0.77251625,0.75969959,0.78496237,0.86937777,0.86206436,0.87643938,81,0.837,"MDF","qXRv3",0.13062223,"75.970-78.49624%","86.2064-87.6439%","77.3% (75.970-78.49624%)","86.9% (86.2064-87.6439%)","qXRv3_81",0.581110423513324,0.942171692514369,0.747417904330867,1.72084333637335,0.252582095669133
0.75719591,0.74410412,0.76993809,0.87858308,0.87148592,0.88542208,82,0.838,"MDF","qXRv3",0.12141692,"74.410-76.99381%","87.1486-88.5422%","75.7% (74.410-76.99381%)","87.9% (87.1486-88.5422%)","qXRv3_82",0.593965136783821,0.939121554632462,0.757785071732483,1.68360049785878,0.242214928267517
0.73723305,0.72381589,0.75032784,0.88837101,0.88151794,0.89495914,83,0.838,"MDF","qXRv3",0.11162899,"72.382-75.03278%","88.1518-89.4959%","73.7% (72.382-75.03278%)","88.8% (88.1518-89.4959%)","qXRv3_83",0.607713973034239,0.935119797610956,0.769506236953378,1.64551095477882,0.230493763046622
0.71610956,0.70238606,0.72953948,0.89769285,0.8910873,0.90402697,84,0.837,"MDF","qXRv3",0.10230715,"70.239-72.95395%","89.1087-90.4027%","71.6% (70.239-72.95395%)","89.8% (89.1087-90.4027%)","qXRv3_84",0.621482026598011,0.930941968680981,0.781070387762861,1.60905699151751,0.218929612237139
0.69405757,0.680053,0.70779857,0.90934514,0.9030725,0.91533823,85,0.837,"MDF","qXRv3",0.09065486,"68.005-70.77986%","90.3072-91.5338%","69.4% (68.005-70.77986%)","90.9% (90.3072-91.5338%)","qXRv3_85",0.642328568740627,0.926853954613693,0.79469862641399,1.55683562691386,0.20530137358601
0.6634169,0.64908294,0.67752896,0.91913307,0.91316335,0.92481636,86,0.834,"MDF","qXRv3",0.08086693,"64.908-67.75290%","91.3163-92.4816%","66.3% (64.908-67.75290%)","91.9% (91.3163-92.4816%)","qXRv3_86",0.658043715731327,0.920896899416728,0.808448575293195,1.51965587710025,0.191551424706805
0.62952646,0.61490544,0.64397165,0.93008623,0.92448543,0.93539285,87,0.83,"MDF","qXRv3",0.06991377,"61.491-64.39716%","92.4485-93.5393%","63.0% (61.491-64.39716%)","93.0% (92.4485-93.5393%)","qXRv3_87",0.678676262436047,0.914550368948567,0.823759816004087,1.47345657325717,0.176240183995913
0.58960074,0.57473899,0.60434088,0.93975763,0.93451426,0.94469991,88,0.823,"MDF","qXRv3",0.06024237,"57.474-60.43409%","93.4514-94.4700%","59.0% (57.474-60.43409%)","94.0% (93.4514-94.4700%)","qXRv3_88",0.696578907876686,0.907080838234121,0.839179540992602,1.43558753888802,0.160820459007398
0.54271123,0.5276943,0.5576702,0.9487299,0.94385092,0.95330128,89,0.813,"MDF","qXRv3",0.0512701,"52.769-55.76702%","94.3851-95.3301%","54.3% (52.769-55.76702%)","94.9% (94.3851-95.3301%)","qXRv3_89",0.712889539209906,0.898422577692276,0.855356084196869,1.40274186251673,0.144643915803131
0.48839369,0.47336309,0.50344003,0.95875087,0.95432662,0.96286011,90,0.802,"MDF","qXRv3",0.04124913,"47.336-50.34400%","95.4327-96.2860%","48.8% (47.336-50.34400%)","95.9% (95.4327-96.2860%)","qXRv3_90",0.735261101613862,0.888754940813792,0.87379340750555,1.36006106919712,0.12620659249445
0.43221913,0.41736037,0.44716987,0.96783966,0.96388634,0.97147101,91,0.789,"MDF","qXRv3",0.03216034,"41.736-44.71699%","96.3886-97.1471%","43.2% (41.736-44.71699%)","96.8% (96.3886-97.1471%)","qXRv3_91",0.759179885942999,0.879036870293193,0.891828494006263,1.31721087256925,0.108171505993737
0.3727948,0.35832963,0.38743265,0.97657889,0.97315444,0.97967425,92,0.775,"MDF","qXRv3",0.02342111,"35.833-38.74326%","97.3154-97.9674%","37.3% (35.833-38.74326%)","97.7% (97.3154-97.9674%)","qXRv3_92",0.788745510905923,0.869073539443143,0.910197885622279,1.26783605887207,0.0898021143777209
0.30246054,0.28876613,0.31642326,0.9842694,0.9814079,0.98679485,93,0.756,"MDF","qXRv3",0.0157306,"28.877-31.64233%","98.1408-98.6795%","30.2% (28.877-31.64233%)","98.4% (98.1408-98.6795%)","qXRv3_93",0.81851709005922,0.857459860832075,0.929790712547066,1.2217215891334,0.0702092874529337
0.22887651,0.21640252,0.24171914,0.99114426,0.98892808,0.99301652,94,0.736,"MDF","qXRv3",0.00885574,"21.640-24.17191%","98.8928-99.3017%","22.9% (21.640-24.17191%)","99.1% (98.8928-99.3017%)","qXRv3_94",0.858405175319848,0.845668132928041,0.949340310212885,1.16495103798436,0.0506596897871146
0.14531105,0.13491451,0.15619095,0.99580517,0.99419728,0.99706032,95,0.712,"MDF","qXRv3",0.00419482999999998,"13.491-15.61909%","99.4197-99.7060%","14.5% (13.491-15.61909%)","99.6% (99.4197-99.7060%)","qXRv3_95",0.890417584249716,0.832412735985912,0.968993091281508,1.12306856657893,0.031006908718492
0.07381616,0.06618317,0.08203281,0.99790259,0.9966872,0.99875648,96,0.689,"MDF","qXRv3",0.00209740999999997,"6.618-8.20328%","99.6687-99.8756%","7.4% (6.618-8.20328%)","99.8% (99.6687-99.8756%)","qXRv3_96",0.89195465077289,0.821213841764525,0.984276025677894,1.12113323153087,0.0157239743221058
0.02112349,0.01704057,0.02587235,0.99976695,0.99915841,0.99997178,97,0.673,"MDF","qXRv3",0.00023304999999995,"1.704-2.58723%","99.9158-99.9972%","2.1% (1.704-2.58723%)","100.0% (99.9158-99.9972%)","qXRv3_97",0.955078532521379,0.813228606072921,0.995797769488816,1.0470343180681,0.00420223051118415
0.00208914,0.00095572,0.00396211,1,0.99957025,1,98,0.666,"MDF","qXRv3",0,"0.096-0.39621%","99.9570-100.0000%","0.2% (0.096-0.39621%)","100.0% (99.9570-100.0000%)","qXRv3_98",1,0.810321646319196,0.999603064066852,1,0.00039693593314763
0,0,0.00085592,1,0.99957025,1,99,0.666,"MDF","qXRv3",0,"0.000-0.08559%","99.9570-100.0000%","0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)","qXRv3_99",NA,0.81,1,NA,0
0,0,0.00085592,1,0.99957025,1,100,0.666,"MDF","qXRv3",0,"0.000-0.08559%","99.9570-100.0000%","0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)","qXRv3_100",NA,0.81,1,NA,0
1,0.99914408,1,0,0,0.00042975,0,0.334,"MDF","qXRv2",1,"99.914-100.00000%","0.0000-0.0430%","100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","qXRv2_0",0.19,NA,0,5.26315789473684,1
1,0.99914408,1,0,0,0.00042975,1,0.334,"MDF","qXRv2",1,"99.914-100.00000%","0.0000-0.0430%","100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","qXRv2_1",0.19,NA,0,5.26315789473684,1
1,0.99914408,1,0,0,0.00042975,2,0.334,"MDF","qXRv2",1,"99.914-100.00000%","0.0000-0.0430%","100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)","qXRv2_2",0.19,NA,0,5.26315789473684,1
1,0.99914408,1,0.00198089,0.00115435,0.00316971,3,0.336,"MDF","qXRv2",0.99801911,"99.914-100.00000%","0.1154-0.3170%","100.0% (99.914-100.00000%)","0.2% (0.1154-0.3170%)","qXRv2_3",0.190305348909707,1,0.0016045210906549,5.25471304789474,0.998395478909345
0.99976787,0.99870736,0.99999412,0.01549755,0.01299146,0.01833993,4,0.344,"MDF","qXRv2",0.98450245,"99.871-99.99941%","1.2991-1.8340%","100.0% (99.871-99.99941%)","1.5% (1.2991-1.8340%)","qXRv2_4",0.192379320727195,0.996498826771535,0.0125971219371072,5.19806388867574,0.987402878062893
0.99930362,0.99796625,0.99985637,0.04078303,0.03669678,0.04518466,5,0.361,"MDF","qXRv2",0.95921697,"99.797-99.98564%","3.6697-4.5185%","99.9% (99.797-99.98564%)","4.1% (3.6697-4.5185%)","qXRv2_5",0.19638097031116,0.996010675389024,0.0331665697264925,5.0921430850226,0.966833430273508
0.99837512,0.996655,0.99934647,0.08051736,0.07484558,0.08647582,6,0.387,"MDF","qXRv2",0.91948264,"99.665-99.93465%","7.4846-8.6476%","99.8% (99.665-99.93465%)","8.1% (7.4846-8.6476%)","qXRv2_6",0.202992952092613,0.995288606472862,0.0655277911034453,4.92627940867504,0.934472208896555
0.99791086,0.99603789,0.99904428,0.12036821,0.11355537,0.12743994,7,0.414,"MDF","qXRv2",0.87963179,"99.604-99.90443%","11.3555-12.7440%","99.8% (99.604-99.90443%)","12.0% (11.3555-12.7440%)","qXRv2_7",0.210178529816741,0.995945289923023,0.0978951880888222,4.75785990544286,0.902104811911178
0.99535747,0.99283906,0.99716199,0.16441389,0.15662868,0.17242763,8,0.442,"MDF","qXRv2",0.83558611,"99.284-99.71620%","15.6629-17.2428%","99.5% (99.284-99.71620%)","16.4% (15.6629-17.2428%)","qXRv2_8",0.218395427551148,0.99342012339443,0.134057330375792,4.57885044212201,0.865942669624208
0.99419684,0.99144524,0.99624109,0.20682825,0.19830138,0.2155546,9,0.47,"MDF","qXRv2",0.79317175,"99.145-99.62411%","19.8301-21.5555%","99.4% (99.145-99.62411%)","20.7% (19.8301-21.5555%)","qXRv2_9",0.227213143318446,0.993461557093891,0.16863347839738,4.40115384785847,0.83136652160262
0.99303621,0.99007357,0.99529677,0.24446516,0.23540222,0.25370189,10,0.495,"MDF","qXRv2",0.75553484,"99.007-99.52968%","23.5402-25.3702%","99.3% (99.007-99.52968%)","24.4% (23.5402-25.3702%)","qXRv2_10",0.235651657712561,0.993362492396197,0.199339899082682,4.24355173100358,0.800660100917318
0.99141133,0.9881809,0.99394578,0.27196458,0.26257074,0.28151346,11,0.512,"MDF","qXRv2",0.72803542,"98.818-99.39458%","26.2571-28.1513%","99.1% (98.818-99.39458%)","27.2% (26.2571-28.1513%)","qXRv2_11",0.242094536572925,0.992646791252773,0.221923155112718,4.13061779152862,0.778076844887282
