"Site","DeepLearningSystem","Score","Sensitivity","Specificity","PPV","NPV","nnt","XpertSaved"
"MDF","qXRv2",75,"84.3% (83.187-85.38246%)","75.1% (74.1463-75.9881%)",0.442413690522653,0.9532638352566,2.26032788184885,0.637927792336836
"MDF","qXRv2",76,"83.7% (82.591-84.81862%)","75.5% (74.6180-76.4483%)",0.445368579856974,0.951903200341376,2.24533127218166,0.642805735893852
"MDF","qXRv2",77,"82.8% (81.639-83.91545%)","76.3% (75.4203-77.2302%)",0.450755083437615,0.949797754722326,2.21849966144287,0.65098797995935
"MDF","qXRv2",78,"82.1% (80.878-83.19204%)","77.1% (76.2348-78.0232%)",0.457088817458787,0.948259558758666,2.18775861890378,0.65891177567784
"MDF","qXRv2",79,"81.2% (79.975-82.33206%)","77.8% (76.9552-78.7238%)",0.462249088579555,0.946321603348056,2.16333579601617,0.666345126603218
"MDF","qXRv2",80,"80.3% (79.073-81.47110%)","78.6% (77.6878-79.4356%)",0.467779873657076,0.944434192477667,2.13775764267509,0.673872861122165
"MDF","qXRv2",81,"78.8% (77.579-80.04170%)","79.5% (78.6101-80.3304%)",0.473998355895176,0.941195824218487,2.10971195904559,0.684013332952497
"MDF","qXRv2",82,"77.8% (76.490-78.99653%)","80.3% (79.4384-81.1329%)",0.480715400057369,0.938999945962671,2.08023291927127,0.692648968160562
"MDF","qXRv2",83,"76.3% (75.001-77.56318%)","81.2% (80.3856-82.0494%)",0.488078070888456,0.935943708931578,2.04885254971543,0.70297820717803
"MDF","qXRv2",84,"75.0% (73.655-76.26455%)","82.1% (81.2625-82.8965%)",0.495458307393988,0.933269233200161,2.01833329883962,0.712476520678659
"MDF","qXRv2",85,"72.8% (71.486-74.16516%)","83.1% (82.2825-83.8800%)",0.502628906754169,0.928791010714219,1.98953937300922,0.724651077042122
"MDF","qXRv2",86,"70.7% (69.345-72.08477%)","84.2% (83.4460-84.9996%)",0.512751283963821,0.924631970806057,1.95026327826915,0.737914132535827
"MDF","qXRv2",87,"68.6% (67.183-69.97793%)","85.6% (84.8370-86.3343%)",0.527672036065164,0.920754919038408,1.89511653385495,0.753014580299896
"MDF","qXRv2",88,"65.5% (64.088-66.94916%)","87.2% (86.4329-87.8601%)",0.544843297218146,0.915105881942011,1.83539011144266,0.771483708857497
"MDF","qXRv2",89,"62.0% (60.485-63.40736%)","88.6% (87.9128-89.2690%)",0.56048546635188,0.9084957729483,1.78416758334316,0.789979289316003
"MDF","qXRv2",90,"57.9% (56.448-59.41865%)","90.1% (89.4680-90.7423%)",0.579018882793085,0.901323012734673,1.7270593925645,0.809879147194783
"MDF","qXRv2",91,"53.1% (51.584-54.58659%)","91.9% (91.2562-92.4253%)",0.604566356371869,0.893016748019857,1.65407814950407,0.833160037083944
"MDF","qXRv2",92,"46.9% (45.367-48.36974%)","93.7% (93.1248-94.1676%)",0.634272784489829,0.882558236459115,1.57660871545094,0.859609364096259
"MDF","qXRv2",93,"39.7% (38.228-41.17279%)","95.5% (95.0178-95.9088%)",0.673141075964885,0.870960402633801,1.48557269152918,0.887961338397592
"MDF","qXRv2",94,"30.5% (29.151-31.92423%)","97.1% (96.7336-97.4544%)",0.712456834243416,0.856298924635042,1.40359380658049,0.918596118563026
"MDF","qXRv2",95,"19.9% (18.710-21.11713%)","98.5% (98.2670-98.7862%)",0.762114473410931,0.839854704415077,1.31213883857157,0.950404929169839
"MDF","qXRv2",96,"9.6% (8.724-10.50518%)","99.5% (99.2857-99.6073%)",0.807522004283173,0.82425064101888,1.2383563478096,0.977443405763656
"MDF","qXRv2",97,"2.3% (1.872-2.79077%)","99.9% (99.7858-99.9441%)",0.822257445875206,0.813375293303618,1.21616411625875,0.994689868799697
"MDF","qXRv2",98,"0.1% (0.038-0.27064%)","100.0% (99.9570-100.0000%)",1,0.810178660355128,1,0.99977948003714
"MDF","qXRv2",99,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)",NA,0.81,NA,1
"MDF","qXRv2",100,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)",NA,0.81,NA,1
"MDF","CAD4TBv6",0,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)",0.19,NA,5.26315789473684,0
"MDF","CAD4TBv6",1,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)",0.19,NA,5.26315789473684,0
"MDF","CAD4TBv6",2,"100.0% (99.914-100.00000%)","0.0% (0.0028-0.0842%)",0.190035873166796,1,5.26216436578947,0.00018876718713589
"MDF","CAD4TBv6",3,"100.0% (99.914-100.00000%)","0.1% (0.0328-0.1680%)",0.190125613064617,1,5.25968060736842,0.00066068515497541
"MDF","CAD4TBv6",4,"100.0% (99.914-100.00000%)","0.1% (0.0723-0.2441%)",0.190215439300016,1,5.25719680631579,0.00113260312281527
"MDF","CAD4TBv6",5,"100.0% (99.914-100.00000%)","0.3% (0.2169-0.4712%)",0.190503450784721,1,5.24924874526316,0.00264274061990211
"MDF","CAD4TBv6",6,"100.0% (99.914-100.00000%)","0.6% (0.4428-0.7806%)",0.190919000579913,1,5.23782335421053,0.00481356327196458
"MDF","CAD4TBv6",7,"100.0% (99.914-100.00000%)","1.0% (0.7815-1.2104%)",0.191518400646383,1,5.22143040368421,0.00792822185970643
"MDF","CAD4TBv6",8,"100.0% (99.871-99.99941%)","1.3% (1.0652-1.5555%)",0.191975610261641,0.99580781107299,5.20899503138506,0.0105206828786124
"MDF","CAD4TBv6",9,"100.0% (99.871-99.99941%)","1.6% (1.3205-1.8592%)",0.19241610660801,0.996550517986205,5.19707012904695,0.0127858891242429
"MDF","CAD4TBv6",10,"100.0% (99.871-99.99941%)","2.0% (1.7182-2.3233%)",0.193099180011173,0.997290547250026,5.1786858957254,0.0162780820862565
"MDF","CAD4TBv6",11,"100.0% (99.832-99.99438%)","2.4% (2.1087-2.7715%)",0.193732189573547,0.995527001046531,5.16176481668457,0.019719995447274
"MDF","CAD4TBv6",12,"100.0% (99.832-99.99438%)","2.9% (2.5456-3.2664%)",0.194481193566314,0.996245744325669,5.14188534974731,0.0234953391899914
"MDF","CAD4TBv6",13,"99.9% (99.797-99.98564%)","3.4% (3.0180-3.7957%)",0.195256360737746,0.995205721528905,5.12147208020089,0.0275979377059844
"MDF","CAD4TBv6",14,"99.9% (99.797-99.98564%)","4.1% (3.6586-4.5062%)",0.196361801691379,0.995999290678865,5.09264017434356,0.0330721861329244
"MDF","CAD4TBv6",15,"99.9% (99.797-99.98564%)","4.6% (4.1356-5.0309%)",0.197189467241325,0.996436580419198,5.07126477894571,0.0371306806563456
"MDF","CAD4TBv6",16,"99.9% (99.797-99.98564%)","5.1% (4.6253-5.5663%)",0.198043634110846,0.99679503901702,5.04939229422691,0.0412835587733346
"MDF","CAD4TBv6",17,"99.9% (99.697-99.94887%)","5.6% (5.1609-6.1489%)",0.198872843655025,0.994240570077882,5.02833861889485,0.0459462832423113
"MDF","CAD4TBv6",18,"99.8% (99.665-99.93465%)","6.1% (5.5860-6.6091%)",0.199586147448179,0.993772768766524,5.01036776743057,0.0495769637904646
"MDF","CAD4TBv6",19,"99.8% (99.665-99.93465%)","6.4% (5.8884-6.9356%)",0.200122733988188,0.994077212175177,4.99693353209447,0.0521253208167988
"MDF","CAD4TBv6",20,"99.8% (99.665-99.93465%)","6.9% (6.3372-7.4187%)",0.200923001898442,0.994477217599532,4.9770309549001,0.0559006645595161
"MDF","CAD4TBv6",21,"99.8% (99.634-99.91979%)","7.5% (6.9329-8.0578%)",0.201955787967369,0.994210850188539,4.95157880873202,0.0609470990111887
"MDF","CAD4TBv6",22,"99.7% (99.544-99.87247%)","8.0% (7.3944-8.5513%)",0.202678660580807,0.99253039992913,4.93391853456276,0.0649491383251898
"MDF","CAD4TBv6",23,"99.7% (99.544-99.87247%)","8.4% (7.8679-9.0563%)",0.203541566230156,0.992960074911576,4.91300140075193,0.0689132492550429
"MDF","CAD4TBv6",24,"99.7% (99.544-99.87247%)","9.1% (8.4662-9.6928%)",0.204641015387397,0.993436511011541,4.88660593335575,0.0739155797141434
"MDF","CAD4TBv6",25,"99.7% (99.426-99.80499%)","9.5% (8.9183-10.1725%)",0.205326683781913,0.991504023479502,4.87028759039496,0.0778673394271484
"MDF","CAD4TBv6",26,"99.6% (99.369-99.76996%)","10.1% (9.4841-10.7715%)",0.206306570187768,0.990931103650002,4.8471553721719,0.0826747270906891
"MDF","CAD4TBv6",27,"99.6% (99.369-99.76996%)","10.5% (9.8805-11.1905%)",0.207052197377831,0.99127954651104,4.82970001122561,0.0859781528655668
"MDF","CAD4TBv6",28,"99.6% (99.340-99.75219%)","11.1% (10.4247-11.7645%)",0.208045174434386,0.991233043572611,4.80664837681867,0.0905526693493994
"MDF","CAD4TBv6",29,"99.6% (99.340-99.75219%)","11.7% (11.0035-12.3739%)",0.209152184283257,0.991675551301774,4.78120753759706,0.095366232621364
"MDF","CAD4TBv6",30,"99.6% (99.312-99.73426%)","12.1% (11.3783-12.7679%)",0.209836127775653,0.991494787831335,4.76562358732216,0.0985249952016777
"MDF","CAD4TBv6",31,"99.5% (99.200-99.66127%)","12.8% (12.0944-13.5194%)",0.211073989750854,0.990306597937059,4.73767516869499,0.104647577566745
"MDF","CAD4TBv6",32,"99.4% (99.172-99.64274%)","13.4% (12.6975-14.1510%)",0.212220861830884,0.990350469535069,4.71207209024005,0.109694012018418
"MDF","CAD4TBv6",33,"99.4% (99.172-99.64274%)","14.1% (13.3808-14.8655%)",0.213579387877063,0.990824176801981,4.68209975662822,0.115357027632494
"MDF","CAD4TBv6",34,"99.4% (99.172-99.64274%)","14.8% (14.0192-15.5318%)",0.214863130730957,0.99122617939993,4.65412561288685,0.120642508872298
"MDF","CAD4TBv6",35,"99.4% (99.117-99.60539%)","15.4% (14.6466-16.1856%)",0.21605995940432,0.990893530366291,4.62834484814776,0.125921814503678
"MDF","CAD4TBv6",36,"99.3% (99.035-99.54872%)","16.0% (15.2745-16.8391%)",0.217231593911394,0.990254766183893,4.60338195745085,0.13124522412763
"MDF","CAD4TBv6",37,"99.3% (99.007-99.52968%)","16.5% (15.6971-17.2784%)",0.218068481950114,0.990183223386302,4.58571541864892,0.134781521082216
"MDF","CAD4TBv6",38,"99.3% (98.953-99.49138%)","17.1% (16.2686-17.8718%)",0.21918438170365,0.989889400362737,4.56236887057062,0.139588908745756
"MDF","CAD4TBv6",39,"99.2% (98.926-99.47214%)","17.6% (16.8175-18.4411%)",0.220304405930222,0.989904288998612,4.53917385708907,0.144163425229589
"MDF","CAD4TBv6",40,"99.2% (98.899-99.45283%)","18.0% (17.2065-18.8442%)",0.221093278041055,0.989827906865179,4.52297785287849,0.147416571403471
"MDF","CAD4TBv6",41,"99.2% (98.845-99.41405%)","18.5% (17.7101-19.3656%)",0.222094603210483,0.989530733197158,4.50258576995805,0.151657657505604
"MDF","CAD4TBv6",42,"99.1% (98.764-99.35548%)","19.0% (18.2140-19.8868%)",0.223065398748844,0.988969966733562,4.4829902154656,0.155942847600309
"MDF","CAD4TBv6",43,"99.0% (98.711-99.31619%)","19.5% (18.6837-20.3722%)",0.224011321697028,0.98869133622639,4.46406008600087,0.159900782921738
"MDF","CAD4TBv6",44,"99.0% (98.658-99.27672%)","20.2% (19.3829-21.0941%)",0.225475234497451,0.988557990929929,4.43507688207463,0.165746390114526
"MDF","CAD4TBv6",45,"98.7% (98.263-98.97613%)","24.8% (23.8968-25.7358%)",0.235332246139659,0.987429867348294,4.24931141568481,0.203500702275303
"MDF","CAD4TBv6",46,"98.3% (97.874-98.66947%)","28.9% (27.8940-29.8225%)",0.244769599407728,0.986410257175006,4.08547467667436,0.236913369131955
"MDF","CAD4TBv6",47,"98.0% (97.515-98.37938%)","32.9% (31.8659-33.8647%)",0.255017315925841,0.985788646494896,3.92130234909538,0.269998781215331
"MDF","CAD4TBv6",48,"97.7% (97.158-98.08643%)","36.7% (35.6491-37.6996%)",0.265626482202301,0.985224534470511,3.76468487520157,0.301479672208053
"MDF","CAD4TBv6",49,"97.1% (96.603-97.62159%)","40.1% (39.0447-41.1298%)",0.275528302151807,0.983566437113521,3.62939121749109,0.33010435296004
"MDF","CAD4TBv6",50,"96.8% (96.252-97.32351%)","43.2% (42.1205-44.2277%)",0.28553050995606,0.983014679143377,3.50225270201034,0.35573346115155
"MDF","CAD4TBv6",51,"96.3% (95.727-96.87369%)","45.5% (44.4561-46.5746%)",0.293146352200373,0.981448721674407,3.41126537135442,0.375630747302716
"MDF","CAD4TBv6",52,"95.7% (95.057-96.29146%)","47.6% (46.4916-48.6161%)",0.299740162862054,0.979256455752389,3.33622291537961,0.393338683976547
"MDF","CAD4TBv6",53,"95.4% (94.711-95.98813%)","49.4% (48.3075-50.4344%)",0.306472467128615,0.978524285203407,3.2629358498959,0.408679980469151
"MDF","CAD4TBv6",54,"95.1% (94.366-95.68394%)","50.9% (49.8685-51.9952%)",0.312437050881808,0.977736068608327,3.20064472884264,0.421944837903262
"MDF","CAD4TBv6",55,"94.5% (93.726-95.11702%)","52.4% (51.3722-53.4968%)",0.317776992744419,0.975783016995779,3.1468609208102,0.435267025280396
"MDF","CAD4TBv6",56,"94.1% (93.310-94.74508%)","53.9% (52.8536-54.9741%)",0.323750929263604,0.974797914517579,3.08879422299906,0.448003509537247
"MDF","CAD4TBv6",57,"93.3% (92.552-94.06463%)","55.2% (54.1607-56.2762%)",0.328375939976004,0.972479455963319,3.04529010277999,0.459941695786586
"MDF","CAD4TBv6",58,"92.8% (91.991-93.55815%)","56.9% (55.8307-57.9376%)",0.335512795456731,0.971183151799729,2.98051225926781,0.474452941495956
"MDF","CAD4TBv6",59,"92.2% (91.335-92.96201%)","58.1% (57.0928-59.1916%)",0.340625473944593,0.969407350952692,2.9357757316843,0.485837177400735
"MDF","CAD4TBv6",60,"91.5% (90.583-92.27569%)","59.2% (58.1450-60.2360%)",0.344575371267411,0.967257808048731,2.9021226802189,0.49569892459158
"MDF","CAD4TBv6",61,"90.6% (89.736-91.49870%)","60.2% (59.1627-61.2452%)",0.348250859127557,0.964835749102489,2.87149327500645,0.505453936972009
"MDF","CAD4TBv6",62,"89.9% (88.940-90.76427%)","61.4% (60.3330-62.4046%)",0.353085610403123,0.962758930747485,2.8321743241201,0.516347728083677
"MDF","CAD4TBv6",63,"89.2% (88.193-90.07289%)","62.8% (61.7850-63.8414%)",0.35998746603466,0.961095874725929,2.77787449384062,0.529418517455831
"MDF","CAD4TBv6",64,"88.3% (87.279-89.22364%)","64.1% (63.1208-65.1614%)",0.366100669407208,0.958895739372518,2.73148913280931,0.54185419884031
"MDF","CAD4TBv6",65,"87.0% (86.008-88.03628%)","65.4% (64.3870-66.4112%)",0.371150039597053,0.955608428898279,2.69432815118563,0.55438513855196
"MDF","CAD4TBv6",66,"85.7% (84.620-86.73350%)","66.7% (65.6540-67.6602%)",0.376173963432384,0.952096091162111,2.65834453526645,0.567136598226471
"MDF","CAD4TBv6",67,"84.4% (83.235-85.42755%)","67.9% (66.9454-68.9315%)",0.381674359532539,0.948754906850921,2.62003452687983,0.580076825088117
"MDF","CAD4TBv6",68,"82.6% (81.472-83.75727%)","69.3% (68.3433-70.3059%)",0.387270436466655,0.944515085930142,2.58217489856369,0.594572168173026
"MDF","CAD4TBv6",69,"80.9% (79.690-82.06028%)","70.6% (69.6717-71.6100%)",0.392644206778648,0.940353519029419,2.5468349786802,0.608545313689099
"MDF","CAD4TBv6",70,"79.4% (78.148-80.58652%)","72.2% (71.2483-73.1552%)",0.40122211931416,0.93724260836562,2.49238502032086,0.62405947474438
"MDF","CAD4TBv6",71,"77.3% (76.041-78.56447%)","73.7% (72.7555-74.6299%)",0.40815907912681,0.932679423999471,2.45002512779904,0.64006583005998
"MDF","CAD4TBv6",72,"75.6% (74.269-76.85711%)","75.1% (74.2170-76.0572%)",0.416332579785976,0.929172622993928,2.40192588462347,0.6550771951053
"MDF","CAD4TBv6",73,"73.2% (71.863-74.53055%)","76.5% (75.5619-77.3681%)",0.421956277188968,0.924073833697769,2.36991378979335,0.670335532014384
"MDF","CAD4TBv6",74,"70.7% (69.345-72.08477%)","77.8% (76.9434-78.7123%)",0.428110266847545,0.918939902083086,2.33584680732759,0.686097539667032
"MDF","CAD4TBv6",75,"68.4% (66.949-69.74871%)","79.4% (78.5155-80.2387%)",0.437547216706292,0.914507837165476,2.28546762913421,0.703149164853907
"MDF","CAD4TBv6",76,"65.5% (64.018-66.88025%)","80.7% (79.8409-81.5225%)",0.442976965782848,0.908754562538059,2.25745372162355,0.71923312640501
"MDF","CAD4TBv6",77,"62.7% (61.187-64.09799%)","81.9% (81.0847-82.7248%)",0.448315262813062,0.903382902522145,2.2305731768427,0.73447998683085
"MDF","CAD4TBv6",78,"60.1% (58.570-61.51804%)","83.1% (82.2588-83.8572%)",0.454142133806838,0.898628927002948,2.20195380599796,0.748763609762135
"MDF","CAD4TBv6",79,"57.2% (55.679-58.65665%)","84.5% (83.7074-85.2507%)",0.463722025160075,0.893735354216343,2.15646431642923,0.765747303256346
"MDF","CAD4TBv6",80,"53.9% (52.351-55.35049%)","85.5% (84.7537-86.2545%)",0.465858820466293,0.887643209423602,2.14657307335958,0.780359930428114
"MDF","CAD4TBv6",81,"50.4% (48.890-51.89855%)","86.6% (85.8847-87.3367%)",0.469126743369834,0.881579992497228,2.13162010934784,0.79589786671029
"MDF","CAD4TBv6",82,"48.0% (46.525-49.53135%)","87.7% (86.9696-88.3717%)",0.477718212254782,0.877934953136485,2.09328422979752,0.808985380967311
"MDF","CAD4TBv6",83,"44.6% (43.146-46.13716%)","88.7% (88.0442-89.3938%)",0.481664795100022,0.872332096468308,2.07613263450641,0.823919087303931
"MDF","CAD4TBv6",84,"41.3% (39.843-42.80595%)","89.9% (89.2165-90.5046%)",0.489053884992329,0.867185061189391,2.04476445374866,0.839475550411379
"MDF","CAD4TBv6",85,"38.0% (36.524-39.44448%)","90.7% (90.0913-91.3304%)",0.489899726751958,0.861799479821788,2.04123404319903,0.8527165276722
"MDF","CAD4TBv6",86,"35.0% (33.602-36.47380%)","91.5% (90.9196-92.1096%)",0.49236534557116,0.857258597963376,2.03101215184015,0.864830202685027
"MDF","CAD4TBv6",87,"32.0% (30.595-33.40328%)","92.4% (91.8097-92.9434%)",0.496498650092436,0.852750860307544,2.01410416687704,0.87759221163598
"MDF","CAD4TBv6",88,"28.8% (27.435-30.16132%)","93.1% (92.5451-93.6291%)",0.494635969704149,0.847868699269872,2.02168879994336,0.889435961818554
"MDF","CAD4TBv6",89,"25.7% (24.420-27.05259%)","94.0% (93.4635-94.4812%)",0.50084705306139,0.843608208190032,1.99661751803784,0.902430841949216
"MDF","CAD4TBv6",90,"22.7% (21.504-24.03004%)","94.6% (94.1422-95.1071%)",0.498877280881685,0.839299044264355,2.00450098315293,0.913361634238231
"MDF","CAD4TBv6",91,"20.5% (19.300-21.73361%)","95.2% (94.6769-95.5975%)",0.497955752921362,0.836127806751827,2.0082105571294,0.9217925996347
"MDF","CAD4TBv6",92,"17.7% (16.604-18.90840%)","95.8% (95.3105-96.1752%)",0.495149376227119,0.832282064053886,2.0195925674383,0.931948921616296
"MDF","CAD4TBv6",93,"15.5% (14.415-16.59799%)","96.3% (95.8363-96.6511%)",0.492633522648831,0.829219278584269,2.02990652082124,0.940285503419197
"MDF","CAD4TBv6",94,"12.5% (11.493-13.48869%)","96.9% (96.4748-97.2240%)",0.482624479086032,0.825101021684827,2.07200430838847,0.950926969319084
"MDF","CAD4TBv6",95,"10.9% (9.994-11.87915%)","97.3% (96.8942-97.5967%)",0.483089051113997,0.823139987130415,2.07001172494805,0.957090979002715
"MDF","CAD4TBv6",96,"8.8% (7.968-9.68324%)","97.6% (97.2534-97.9130%)",0.462282550079525,0.820214656808182,2.16317920680323,0.963841566540233
"MDF","CAD4TBv6",97,"8.8% (7.946-9.65904%)","97.6% (97.2782-97.9348%)",0.464051470096102,0.820212336290021,2.15493337364691,0.964074437719941
"MDF","CAD4TBv6",98,"6.2% (5.452-6.91066%)","98.3% (98.0401-98.5939%)",0.464079077940014,0.817080846590005,2.15480517768409,0.974815588088216
"MDF","CAD4TBv6",99,"6.1% (5.408-6.86173%)","98.3% (98.0401-98.5939%)",0.462195436530939,0.817006918619983,2.16358691791856,0.97490379607336
"MDF","CAD4TBv6",100,"0.0% (0.000-0.08559%)","100.0% (99.9570-100.0000%)",NA,0.81,NA,1
"MDF","CAD4TBv7",0,"100.0% (99.914-100.00000%)","0.0% (0.0000-0.0430%)",0.19,NA,5.26315789473684,0
"MDF","CAD4TBv7",1,"99.4% (99.089-99.58658%)","14.8% (14.0648-15.5793%)",0.214837229147832,0.990170988722154,4.65468673174837,0.121152355224286
"MDF","CAD4TBv7",2,"98.7% (98.368-99.05698%)","24.9% (24.0234-25.8655%)",0.235808876413476,0.988346121401733,4.24072246647138,0.204362505834262
"MDF","CAD4TBv7",3,"98.4% (98.003-98.77223%)","31.5% (30.5256-32.5026%)",0.252094945923794,0.988385247341857,3.96675941413872,0.258212308502584
"MDF","CAD4TBv7",4,"98.1% (97.592-98.44181%)","36.4% (35.3712-37.4183%)",0.265553656454478,0.987587356553447,3.76571730682015,0.298464698088699
"MDF","CAD4TBv7",5,"97.7% (97.158-98.08643%)","40.5% (39.4391-41.5275%)",0.277905463538315,0.986596675646443,3.5983459528572,0.332343107304767
"MDF","CAD4TBv7",6,"97.3% (96.729-97.72765%)","43.2% (42.1088-44.2160%)",0.286416685642224,0.985331863620888,3.49141670206025,0.354801101699115
"MDF","CAD4TBv7",7,"97.0% (96.452-97.49404%)","45.5% (44.4213-46.5396%)",0.294458112217923,0.984790449038999,3.39606877347607,0.374068580737425
"MDF","CAD4TBv7",8,"96.8% (96.201-97.28080%)","47.5% (46.4450-48.5695%)",0.301886909857767,0.984318375731403,3.31249871175648,0.390932365943965
"MDF","CAD4TBv7",9,"96.6% (95.977-97.08826%)","49.3% (48.2726-50.3995%)",0.308953177133765,0.98392852178528,3.23673641837008,0.406147526067278
"MDF","CAD4TBv7",10,"96.2% (95.553-96.72313%)","50.5% (49.4025-51.5294%)",0.312909708324749,0.982509035479793,3.19581008001887,0.416052502517091
"MDF","CAD4TBv7",11,"96.1% (95.429-96.61541%)","51.8% (50.7310-52.8567%)",0.31852138640401,0.982442378992328,3.13950661614792,0.427032752146695
"MDF","CAD4TBv7",12,"95.9% (95.305-96.50756%)","52.9% (51.8154-53.9389%)",0.323212417300912,0.982298965111505,3.09394053715763,0.436030946311372
"MDF","CAD4TBv7",13,"95.8% (95.106-96.33472%)","53.9% (52.8186-54.9392%)",0.327505345476752,0.981842481389857,3.05338527694653,0.44450076729879
"MDF","CAD4TBv7",14,"95.6% (94.933-96.18324%)","54.7% (53.6004-55.7183%)",0.330900393103586,0.981425090830586,3.02205745548013,0.451133196015845
"MDF","CAD4TBv7",15,"95.5% (94.810-96.07489%)","55.6% (54.5577-56.6713%)",0.335362230483753,0.98126681373317,2.98185039668159,0.459093170651276
"MDF","CAD4TBv7",16,"95.3% (94.637-95.92302%)","56.4% (55.3401-57.4498%)",0.33894753779745,0.980870695233048,2.95030908469848,0.465725599368331
"MDF","CAD4TBv7",17,"95.2% (94.489-95.79268%)","57.0% (55.9592-58.0654%)",0.341821973546915,0.980522767944259,2.92549946284466,0.470992553782863
"MDF","CAD4TBv7",18,"95.1% (94.366-95.68394%)","57.7% (56.6720-58.7737%)",0.345307176920374,0.980304543974643,2.8959722439554,0.476970472953367
"MDF","CAD4TBv7",19,"95.0% (94.292-95.61866%)","58.4% (57.3032-59.4005%)",0.348538746252333,0.980243730687827,2.86912147000158,0.482199498983751
"MDF","CAD4TBv7",20,"94.9% (94.218-95.55333%)","58.8% (57.7942-59.8879%)",0.351060528940361,0.980138074105535,2.84851163136567,0.48629592189132
"MDF","CAD4TBv7",21,"94.7% (93.996-95.35717%)","59.5% (58.4374-60.5261%)",0.354140147880118,0.979556743178933,2.82374084380435,0.491883955470704
"MDF","CAD4TBv7",22,"94.6% (93.923-95.29171%)","60.1% (59.0223-61.1060%)",0.357291161816638,0.979490043622307,2.7988377739755,0.496735447126817
"MDF","CAD4TBv7",23,"94.5% (93.775-95.16071%)","60.7% (59.6424-61.7206%)",0.360538593144194,0.979178094259725,2.77362817466828,0.502002401541349
"MDF","CAD4TBv7",24,"94.5% (93.726-95.11702%)","61.1% (60.0755-62.1496%)",0.362971083856928,0.979151082407702,2.75504039984124,0.505582802488506
"MDF","CAD4TBv7",25,"94.3% (93.604-95.00772%)","61.6% (60.6022-62.6712%)",0.365830878838122,0.978901359442464,2.73350353358907,0.510050584161923
"MDF","CAD4TBv7",26,"94.2% (93.432-94.85457%)","62.0% (61.0120-63.0767%)",0.367913200569892,0.978448693887595,2.71803240125936,0.513662737884804
"MDF","CAD4TBv7",27,"94.1% (93.383-94.81078%)","62.6% (61.5390-63.5981%)",0.371039471042563,0.978458785567554,2.69513105220357,0.517998207580505
"MDF","CAD4TBv7",28,"94.0% (93.285-94.72318%)","63.0% (61.9490-64.0035%)",0.373369024042819,0.978264232673149,2.67831538131379,0.521478049325671
"MDF","CAD4TBv7",29,"93.9% (93.163-94.61360%)","63.3% (62.2302-64.2815%)",0.374855409008791,0.977946480637256,2.66769526587396,0.523963775534161
"MDF","CAD4TBv7",30,"93.7% (92.894-94.37227%)","63.7% (62.6637-64.7099%)",0.3769860381191,0.977193688705166,2.65261813140165,0.527941112414466
"MDF","CAD4TBv7",31,"93.5% (92.772-94.26246%)","64.2% (63.2028-65.2424%)",0.380193235053438,0.976974960531431,2.63024143462059,0.532503277681451
"MDF","CAD4TBv7",32,"93.5% (92.698-94.19654%)","64.7% (63.6483-65.6822%)",0.38295659143907,0.976887898329646,2.61126201338437,0.536222166214748
"MDF","CAD4TBv7",33,"93.3% (92.503-94.02064%)","65.0% (63.9766-66.0062%)",0.384680489151075,0.976361954993596,2.59955996782377,0.539217738775226
"MDF","CAD4TBv7",34,"93.3% (92.503-94.02064%)","65.4% (64.4105-66.4343%)",0.387618184038813,0.976514059502309,2.57985832754396,0.542709931737239
"MDF","CAD4TBv7",35,"93.1% (92.332-93.86660%)","65.8% (64.8327-66.8507%)",0.390105033037778,0.976108366223948,2.56341219751235,0.546416469053689
"MDF","CAD4TBv7",36,"93.0% (92.211-93.75649%)","66.3% (65.2785-67.2902%)",0.392916756569109,0.975872894675412,2.54506834661838,0.55022356557213
"MDF","CAD4TBv7",37,"92.8% (91.943-93.51405%)","66.8% (65.8418-67.8452%)",0.396256869444935,0.975217081241541,2.52361555624454,0.555239121981682
"MDF","CAD4TBv7",38,"92.6% (91.772-93.35961%)","67.2% (66.2057-68.2035%)",0.398460616327351,0.974807815904579,2.50965831759508,0.558473741330292
"MDF","CAD4TBv7",39,"92.4% (91.602-93.20507%)","67.7% (66.6870-68.6773%)",0.401561635890816,0.974446199126997,2.4902777322879,0.562652196614581
"MDF","CAD4TBv7",40,"92.2% (91.408-93.02833%)","68.2% (67.1802-69.1626%)",0.404750058509514,0.974018455056997,2.47066054463954,0.56696913948501
"MDF","CAD4TBv7",41,"92.0% (91.141-92.78508%)","68.5% (67.5444-69.5206%)",0.406834394796802,0.97332326932061,2.45800259955765,0.570380174803907
"MDF","CAD4TBv7",42,"91.8% (90.947-92.60802%)","69.0% (68.0378-70.0057%)",0.410134280448047,0.972909712609817,2.43822583888272,0.574697117674336
"MDF","CAD4TBv7",43,"91.7% (90.874-92.54159%)","69.5% (68.4843-70.4444%)",0.413438324119065,0.972855141788485,2.41874045453031,0.578416006207633
"MDF","CAD4TBv7",44,"91.5% (90.632-92.32003%)","69.9% (68.9310-70.8830%)",0.416369974973791,0.972285623604074,2.40171016188894,0.582443622688934
