"","Country","DeepLearningSystem","Score","%XpertSaved","accuracy","Sens","Sens_L","Sens_H","Spec","ppv","Spec_L","Spec_H","PPV_L","PPV_H","npv","NPV_L","NPV_H","Sensitivity","Specificity","PPV","NPV","X","Comment"
"276","Bangladesh","JF1",0.73,0.4662,0.5996,0.9377,0.9294,0.9453,0.5388,0.2677,0.5319,0.5457,0.26,0.2754,0.9796,0.9769,0.9822,"0.9377(0.93-0.95)","0.5388(0.53-0.55)","0.2677(0.26-0.28)","0.9796(0.98-0.98)",0.4612,""
"277","Bangladesh","JF1",0.74,0.4684,0.6016,0.9369,0.9286,0.9446,0.5413,0.2686,0.5344,0.5482,0.2609,0.2764,0.9795,0.9767,0.982,"0.9369(0.93-0.94)","0.5413(0.53-0.55)","0.2686(0.26-0.28)","0.9795(0.98-0.98)",0.4587,""
"278","Bangladesh","JF1",0.75,0.4714,0.6041,0.9353,0.9268,0.943,0.5446,0.2696,0.5377,0.5514,0.2619,0.2775,0.9791,0.9763,0.9816,"0.9353(0.93-0.94)","0.5446(0.54-0.55)","0.2696(0.26-0.28)","0.9791(0.98-0.98)",0.4554,""
"279","Bangladesh","JF1",0.76,0.4748,0.6072,0.9345,0.926,0.9423,0.5483,0.2711,0.5415,0.5552,0.2634,0.279,0.979,0.9762,0.9815,"0.9345(0.93-0.94)","0.5483(0.54-0.56)","0.2711(0.26-0.28)","0.979(0.98-0.98)",0.4517,""
"280","Bangladesh","JF1",0.77,0.4781,0.6099,0.9326,0.9239,0.9405,0.5519,0.2723,0.5451,0.5588,0.2645,0.2802,0.9785,0.9757,0.9811,"0.9326(0.92-0.94)","0.5519(0.55-0.56)","0.2723(0.26-0.28)","0.9785(0.98-0.98)",0.4481,""
"281","Bangladesh","JF1",0.78,0.4813,0.6128,0.9317,0.9231,0.9397,0.5555,0.2737,0.5486,0.5623,0.2659,0.2816,0.9784,0.9756,0.981,"0.9317(0.92-0.94)","0.5555(0.55-0.56)","0.2737(0.27-0.28)","0.9784(0.98-0.98)",0.4445,""
"282","Bangladesh","JF1",0.79,0.4837,0.6151,0.9312,0.9225,0.9392,0.5583,0.2748,0.5514,0.5651,0.267,0.2828,0.9783,0.9755,0.9809,"0.9312(0.92-0.94)","0.5583(0.55-0.57)","0.2748(0.27-0.28)","0.9783(0.98-0.98)",0.4417,""
"283","Bangladesh","JF1",0.8,0.4868,0.6177,0.9295,0.9208,0.9376,0.5616,0.276,0.5548,0.5685,0.2681,0.284,0.9779,0.9751,0.9805,"0.9295(0.92-0.94)","0.5616(0.55-0.57)","0.276(0.27-0.28)","0.9779(0.98-0.98)",0.4384,""
"284","Bangladesh","JF1",0.81,0.4896,0.6202,0.9285,0.9196,0.9366,0.5648,0.2772,0.5579,0.5716,0.2693,0.2852,0.9777,0.9749,0.9803,"0.9285(0.92-0.94)","0.5648(0.56-0.57)","0.2772(0.27-0.29)","0.9777(0.97-0.98)",0.4352,""
"285","Bangladesh","JF1",0.82,0.492,0.6221,0.9268,0.9179,0.935,0.5673,0.278,0.5604,0.5741,0.2701,0.2861,0.9773,0.9745,0.9799,"0.9268(0.92-0.94)","0.5673(0.56-0.57)","0.278(0.27-0.29)","0.9773(0.97-0.98)",0.4327,""
"286","Bangladesh","JF1",0.83,0.4949,0.6244,0.9249,0.9159,0.9332,0.5703,0.279,0.5635,0.5771,0.2711,0.2871,0.9769,0.974,0.9795,"0.9249(0.92-0.93)","0.5703(0.56-0.58)","0.279(0.27-0.29)","0.9769(0.97-0.98)",0.4297,""
"287","Bangladesh","JF1",0.84,0.4983,0.6271,0.9227,0.9136,0.9312,0.574,0.2803,0.5672,0.5808,0.2723,0.2884,0.9764,0.9735,0.979,"0.9227(0.91-0.93)","0.574(0.57-0.58)","0.2803(0.27-0.29)","0.9764(0.97-0.98)",0.426,"1/2 Xpert Saved"
"288","Bangladesh","JF1",0.85,0.5023,0.6303,0.92,0.9107,0.9286,0.5782,0.2817,0.5714,0.585,0.2736,0.2898,0.9757,0.9728,0.9784,"0.92(0.91-0.93)","0.5782(0.57-0.58)","0.2817(0.27-0.29)","0.9757(0.97-0.98)",0.4218,""
"289","Bangladesh","JF1",0.86,0.5058,0.6331,0.9175,0.9081,0.9262,0.582,0.2829,0.5752,0.5887,0.2749,0.2911,0.9752,0.9722,0.9779,"0.9175(0.91-0.93)","0.582(0.58-0.59)","0.2829(0.27-0.29)","0.9752(0.97-0.98)",0.418,""
"290","Bangladesh","JF1",0.87,0.5104,0.6371,0.9156,0.9061,0.9244,0.587,0.285,0.5802,0.5937,0.2768,0.2932,0.9748,0.9719,0.9775,"0.9156(0.91-0.92)","0.587(0.58-0.59)","0.285(0.28-0.29)","0.9748(0.97-0.98)",0.413,""
"291","Bangladesh","JF1",0.88,0.5153,0.6412,0.9132,0.9036,0.9221,0.5923,0.2871,0.5855,0.5991,0.2789,0.2954,0.9743,0.9714,0.977,"0.9132(0.9-0.92)","0.5923(0.59-0.6)","0.2871(0.28-0.3)","0.9743(0.97-0.98)",0.4077,""
"292","Bangladesh","JF1",0.89,0.5198,0.645,0.9107,0.901,0.9197,0.5972,0.289,0.5904,0.6039,0.2807,0.2974,0.9738,0.9709,0.9766,"0.9107(0.9-0.92)","0.5972(0.59-0.6)","0.289(0.28-0.3)","0.9738(0.97-0.98)",0.4028,""
"293","Bangladesh","JF1",0.9,0.5243,0.649,0.9091,0.8993,0.9182,0.6022,0.2912,0.5954,0.6089,0.2829,0.2996,0.9736,0.9706,0.9763,"0.9091(0.9-0.92)","0.6022(0.6-0.61)","0.2912(0.28-0.3)","0.9736(0.97-0.98)",0.3978,""
"294","Bangladesh","JF1",0.91,0.5296,0.6537,0.9072,0.8973,0.9164,0.6082,0.2939,0.6014,0.6149,0.2855,0.3024,0.9733,0.9703,0.976,"0.9072(0.9-0.92)","0.6082(0.6-0.61)","0.2939(0.29-0.3)","0.9733(0.97-0.98)",0.3918,""
"295","Bangladesh","JF1",0.92,0.5358,0.6585,0.9025,0.8924,0.9119,0.6146,0.2963,0.6079,0.6213,0.2878,0.3049,0.9723,0.9693,0.975,"0.9025(0.89-0.91)","0.6146(0.61-0.62)","0.2963(0.29-0.3)","0.9723(0.97-0.98)",0.3854,""
"296","Bangladesh","JF1",0.93,0.5428,0.664,0.8976,0.8873,0.9072,0.622,0.2992,0.6153,0.6287,0.2906,0.3079,0.9713,0.9682,0.9741,"0.8976(0.89-0.91)","0.622(0.62-0.63)","0.2992(0.29-0.31)","0.9713(0.97-0.97)",0.378,""
"297","Bangladesh","JF1",0.94,0.5503,0.6699,0.8924,0.8819,0.9023,0.6299,0.3024,0.6232,0.6365,0.2937,0.3112,0.9702,0.9672,0.973,"0.8924(0.88-0.9)","0.6299(0.62-0.64)","0.3024(0.29-0.31)","0.9702(0.97-0.97)",0.3701,""
"298","Bangladesh","JF1",0.95,0.5593,0.6768,0.8856,0.8748,0.8957,0.6393,0.3062,0.6327,0.6459,0.2975,0.3151,0.9688,0.9657,0.9717,"0.8856(0.87-0.9)","0.6393(0.63-0.65)","0.3062(0.3-0.32)","0.9688(0.97-0.97)",0.3607,"Radiologists' specificity = 0.627(0.621-0.634)"
"299","Bangladesh","JF1",0.96,0.5719,0.6869,0.8771,0.866,0.8876,0.6527,0.3122,0.6461,0.6592,0.3033,0.3213,0.9673,0.9641,0.9702,"0.8771(0.87-0.89)","0.6527(0.65-0.66)","0.3122(0.3-0.32)","0.9673(0.96-0.97)",0.3473,""
"300","Bangladesh","JF1",0.97,0.5874,0.6998,0.8689,0.8576,0.8797,0.6694,0.3209,0.6629,0.6759,0.3117,0.3302,0.966,0.9629,0.9689,"0.8689(0.86-0.88)","0.6694(0.66-0.68)","0.3209(0.31-0.33)","0.966(0.96-0.97)",0.3306,""
"301","Bangladesh","JF1",0.98,0.6093,0.7156,0.8487,0.8367,0.8602,0.6916,0.331,0.6852,0.698,0.3215,0.3406,0.9622,0.9589,0.9652,"0.8487(0.84-0.86)","0.6916(0.69-0.7)","0.331(0.32-0.34)","0.9622(0.96-0.97)",0.3084,""
"302","Bangladesh","JF1",0.99,0.6474,0.7435,0.8154,0.8024,0.8278,0.7306,0.3524,0.7244,0.7367,0.3422,0.3627,0.9565,0.9532,0.9597,"0.8154(0.8-0.83)","0.7306(0.72-0.74)","0.3524(0.34-0.36)","0.9565(0.95-0.96)",0.2694,"3/4 Xpert Saved"
"303","Bangladesh","JF1",1,0.9898,0.853,0.0511,0.0442,0.0587,0.9972,0.7633,0.9963,0.9978,0.705,0.8151,0.8539,0.8494,0.8584,"0.0511(0.04-0.06)","0.9972(1-1)","0.7633(0.7-0.82)","0.8539(0.85-0.86)",0.00280000000000002,"Radiologists' specificity = 0.89(0.886-0.894)"
"304","Bangladesh","JF2",0,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"305","Bangladesh","JF2",0.01,0.0707,0.222,0.9965,0.9939,0.9981,0.0828,0.1634,0.0791,0.0867,0.1586,0.1683,0.9924,0.987,0.9959,"0.9965(0.99-1)","0.0828(0.08-0.09)","0.1634(0.16-0.17)","0.9924(0.99-1)",0.9172,""
"306","Bangladesh","JF2",0.02,0.1396,0.2891,0.9907,0.987,0.9936,0.163,0.1755,0.1579,0.1681,0.1703,0.1807,0.9899,0.9859,0.993,"0.9907(0.99-0.99)","0.163(0.16-0.17)","0.1755(0.17-0.18)","0.9899(0.99-0.99)",0.837,""
"307","Bangladesh","JF2",0.03,0.1877,0.3366,0.9885,0.9845,0.9917,0.2194,0.1855,0.2137,0.2251,0.18,0.191,0.9907,0.9874,0.9933,"0.9885(0.98-0.99)","0.2194(0.21-0.23)","0.1855(0.18-0.19)","0.9907(0.99-0.99)",0.7806,""
"308","Bangladesh","JF2",0.04,0.2228,0.3706,0.985,0.9805,0.9887,0.2602,0.1931,0.2541,0.2662,0.1875,0.1989,0.9897,0.9866,0.9923,"0.985(0.98-0.99)","0.2602(0.25-0.27)","0.1931(0.19-0.2)","0.9897(0.99-0.99)",0.7398,""
"309","Bangladesh","JF2",0.05,0.2528,0.3997,0.9823,0.9774,0.9863,0.295,0.2003,0.2887,0.3013,0.1945,0.2062,0.9893,0.9864,0.9917,"0.9823(0.98-0.99)","0.295(0.29-0.3)","0.2003(0.19-0.21)","0.9893(0.99-0.99)",0.705,""
"310","Bangladesh","JF2",0.06,0.2742,0.4206,0.9803,0.9753,0.9846,0.32,0.2058,0.3136,0.3265,0.1999,0.2119,0.9891,0.9863,0.9914,"0.9803(0.98-0.98)","0.32(0.31-0.33)","0.2058(0.2-0.21)","0.9891(0.99-0.99)",0.68,""
"311","Bangladesh","JF2",0.07,0.2926,0.4381,0.9773,0.972,0.9819,0.3411,0.2105,0.3346,0.3477,0.2044,0.2167,0.9882,0.9854,0.9906,"0.9773(0.97-0.98)","0.3411(0.33-0.35)","0.2105(0.2-0.22)","0.9882(0.99-0.99)",0.6589,""
"312","Bangladesh","JF2",0.08,0.3091,0.4538,0.9749,0.9693,0.9797,0.3601,0.215,0.3535,0.3667,0.2088,0.2213,0.9876,0.9848,0.99,"0.9749(0.97-0.98)","0.3601(0.35-0.37)","0.215(0.21-0.22)","0.9876(0.98-0.99)",0.6399,""
"313","Bangladesh","JF2",0.09,0.3244,0.4684,0.9724,0.9666,0.9775,0.3777,0.2193,0.3711,0.3844,0.213,0.2258,0.987,0.9843,0.9894,"0.9724(0.97-0.98)","0.3777(0.37-0.38)","0.2193(0.21-0.23)","0.987(0.98-0.99)",0.6223,""
"314","Bangladesh","JF2",0.1,0.3376,0.4813,0.9713,0.9654,0.9765,0.3931,0.2235,0.3864,0.3999,0.217,0.23,0.9871,0.9844,0.9894,"0.9713(0.97-0.98)","0.3931(0.39-0.4)","0.2235(0.22-0.23)","0.9871(0.98-0.99)",0.6069,""
"315","Bangladesh","JF2",0.11,0.35,0.4928,0.9686,0.9624,0.974,0.4072,0.2271,0.4005,0.414,0.2205,0.2337,0.9863,0.9836,0.9887,"0.9686(0.96-0.97)","0.4072(0.4-0.41)","0.2271(0.22-0.23)","0.9863(0.98-0.99)",0.5928,""
"316","Bangladesh","JF2",0.12,0.3607,0.5028,0.9661,0.9598,0.9718,0.4195,0.2303,0.4127,0.4263,0.2237,0.237,0.9857,0.983,0.9881,"0.9661(0.96-0.97)","0.4195(0.41-0.43)","0.2303(0.22-0.24)","0.9857(0.98-0.99)",0.5805,""
"317","Bangladesh","JF2",0.13,0.3701,0.5113,0.9631,0.9565,0.969,0.43,0.233,0.4232,0.4368,0.2263,0.2398,0.9848,0.9821,0.9873,"0.9631(0.96-0.97)","0.43(0.42-0.44)","0.233(0.23-0.24)","0.9848(0.98-0.99)",0.57,""
"318","Bangladesh","JF2",0.14,0.3795,0.5198,0.9604,0.9536,0.9665,0.4406,0.2359,0.4337,0.4474,0.2291,0.2427,0.9841,0.9813,0.9866,"0.9604(0.95-0.97)","0.4406(0.43-0.45)","0.2359(0.23-0.24)","0.9841(0.98-0.99)",0.5594,""
"319","Bangladesh","JF2",0.15,0.3867,0.5267,0.9593,0.9524,0.9655,0.4489,0.2384,0.4421,0.4558,0.2315,0.2453,0.984,0.9812,0.9864,"0.9593(0.95-0.97)","0.4489(0.44-0.46)","0.2384(0.23-0.25)","0.984(0.98-0.99)",0.5511,""
"320","Bangladesh","JF2",0.16,0.3933,0.5324,0.9566,0.9495,0.963,0.4562,0.2403,0.4493,0.4631,0.2333,0.2473,0.9832,0.9804,0.9857,"0.9566(0.95-0.96)","0.4562(0.45-0.46)","0.2403(0.23-0.25)","0.9832(0.98-0.99)",0.5438,""
"321","Bangladesh","JF2",0.17,0.3989,0.5378,0.9555,0.9483,0.9619,0.4627,0.2422,0.4558,0.4695,0.2353,0.2493,0.983,0.9802,0.9855,"0.9555(0.95-0.96)","0.4627(0.46-0.47)","0.2422(0.24-0.25)","0.983(0.98-0.99)",0.5373,""
"322","Bangladesh","JF2",0.18,0.4059,0.5445,0.9547,0.9474,0.9612,0.4708,0.2449,0.4639,0.4776,0.2379,0.252,0.983,0.9802,0.9855,"0.9547(0.95-0.96)","0.4708(0.46-0.48)","0.2449(0.24-0.25)","0.983(0.98-0.99)",0.5292,""
"323","Bangladesh","JF2",0.19,0.4124,0.5503,0.9525,0.9451,0.9591,0.478,0.247,0.4711,0.4849,0.2399,0.2542,0.9824,0.9797,0.9849,"0.9525(0.95-0.96)","0.478(0.47-0.48)","0.247(0.24-0.25)","0.9824(0.98-0.98)",0.522,""
"324","Bangladesh","JF2",0.2,0.418,0.5552,0.9503,0.9428,0.9571,0.4842,0.2488,0.4773,0.4911,0.2417,0.2561,0.9819,0.9791,0.9844,"0.9503(0.94-0.96)","0.4842(0.48-0.49)","0.2488(0.24-0.26)","0.9819(0.98-0.98)",0.5158,"Radiologists' specificity = 0.461(0.454-0.467)"
"325","Bangladesh","JF2",0.21,0.4234,0.5602,0.9489,0.9413,0.9558,0.4903,0.2508,0.4834,0.4972,0.2436,0.2581,0.9816,0.9788,0.9841,"0.9489(0.94-0.96)","0.4903(0.48-0.5)","0.2508(0.24-0.26)","0.9816(0.98-0.98)",0.5097,""
"326","Bangladesh","JF2",0.22,0.4281,0.5643,0.947,0.9393,0.9541,0.4955,0.2523,0.4886,0.5024,0.2451,0.2597,0.9811,0.9783,0.9837,"0.947(0.94-0.95)","0.4955(0.49-0.5)","0.2523(0.25-0.26)","0.9811(0.98-0.98)",0.5045,""
"327","Bangladesh","JF2",0.23,0.4328,0.5688,0.9462,0.9384,0.9533,0.501,0.2542,0.4941,0.5078,0.2469,0.2616,0.9811,0.9783,0.9836,"0.9462(0.94-0.95)","0.501(0.49-0.51)","0.2542(0.25-0.26)","0.9811(0.98-0.98)",0.499,""
"328","Bangladesh","JF2",0.24,0.4373,0.5726,0.9437,0.9358,0.951,0.5058,0.2556,0.4989,0.5127,0.2482,0.263,0.9804,0.9776,0.983,"0.9437(0.94-0.95)","0.5058(0.5-0.51)","0.2556(0.25-0.26)","0.9804(0.98-0.98)",0.4942,""
"329","Bangladesh","JF2",0.25,0.4414,0.576,0.9416,0.9335,0.9489,0.5103,0.2569,0.5034,0.5172,0.2495,0.2644,0.9798,0.977,0.9824,"0.9416(0.93-0.95)","0.5103(0.5-0.52)","0.2569(0.25-0.26)","0.9798(0.98-0.98)",0.4897,""
"330","Bangladesh","JF2",0.26,0.4454,0.5795,0.9402,0.932,0.9477,0.5147,0.2583,0.5078,0.5216,0.2509,0.2658,0.9795,0.9767,0.9821,"0.9402(0.93-0.95)","0.5147(0.51-0.52)","0.2583(0.25-0.27)","0.9795(0.98-0.98)",0.4853,""
"331","Bangladesh","JF2",0.27,0.4491,0.5827,0.9386,0.9303,0.9461,0.5188,0.2596,0.5119,0.5257,0.2522,0.2672,0.9792,0.9763,0.9818,"0.9386(0.93-0.95)","0.5188(0.51-0.53)","0.2596(0.25-0.27)","0.9792(0.98-0.98)",0.4812,""
"332","Bangladesh","JF2",0.28,0.4527,0.5858,0.9366,0.9283,0.9443,0.5228,0.2608,0.5159,0.5296,0.2533,0.2684,0.9787,0.9758,0.9813,"0.9366(0.93-0.94)","0.5228(0.52-0.53)","0.2608(0.25-0.27)","0.9787(0.98-0.98)",0.4772,""
"333","Bangladesh","JF2",0.29,0.4569,0.5893,0.9345,0.926,0.9423,0.5273,0.2622,0.5204,0.5341,0.2547,0.2698,0.9781,0.9752,0.9808,"0.9345(0.93-0.94)","0.5273(0.52-0.53)","0.2622(0.25-0.27)","0.9781(0.98-0.98)",0.4727,""
"334","Bangladesh","JF2",0.3,0.4606,0.5927,0.9334,0.9248,0.9412,0.5314,0.2637,0.5245,0.5383,0.2561,0.2713,0.978,0.975,0.9806,"0.9334(0.92-0.94)","0.5314(0.52-0.54)","0.2637(0.26-0.27)","0.978(0.98-0.98)",0.4686,""
"335","Bangladesh","JF2",0.31,0.4647,0.5965,0.9323,0.9237,0.9402,0.5361,0.2654,0.5292,0.543,0.2578,0.2731,0.9778,0.9749,0.9804,"0.9323(0.92-0.94)","0.5361(0.53-0.54)","0.2654(0.26-0.27)","0.9778(0.97-0.98)",0.4639,""
"336","Bangladesh","JF2",0.32,0.468,0.5994,0.9312,0.9225,0.9392,0.5398,0.2667,0.5329,0.5467,0.2591,0.2745,0.9776,0.9747,0.9802,"0.9312(0.92-0.94)","0.5398(0.53-0.55)","0.2667(0.26-0.27)","0.9776(0.97-0.98)",0.4602,""
"337","Bangladesh","JF2",0.33,0.4716,0.6023,0.929,0.9202,0.9371,0.5436,0.2679,0.5367,0.5504,0.2602,0.2757,0.9771,0.9741,0.9797,"0.929(0.92-0.94)","0.5436(0.54-0.55)","0.2679(0.26-0.28)","0.9771(0.97-0.98)",0.4564,""
"338","Bangladesh","JF2",0.34,0.4751,0.6051,0.9265,0.9176,0.9348,0.5473,0.269,0.5404,0.5542,0.2613,0.2768,0.9764,0.9735,0.9791,"0.9265(0.92-0.93)","0.5473(0.54-0.55)","0.269(0.26-0.28)","0.9764(0.97-0.98)",0.4527,""
"339","Bangladesh","JF2",0.35,0.4791,0.6084,0.9244,0.9153,0.9327,0.5516,0.2704,0.5448,0.5585,0.2626,0.2783,0.9759,0.973,0.9787,"0.9244(0.92-0.93)","0.5516(0.54-0.56)","0.2704(0.26-0.28)","0.9759(0.97-0.98)",0.4484,""
"340","Bangladesh","JF2",0.36,0.4827,0.6117,0.9233,0.9142,0.9317,0.5557,0.272,0.5488,0.5625,0.2642,0.2799,0.9758,0.9728,0.9785,"0.9233(0.91-0.93)","0.5557(0.55-0.56)","0.272(0.26-0.28)","0.9758(0.97-0.98)",0.4443,""
"341","Bangladesh","JF2",0.37,0.4859,0.6143,0.9214,0.9122,0.9299,0.5591,0.2731,0.5523,0.566,0.2653,0.2811,0.9753,0.9724,0.9781,"0.9214(0.91-0.93)","0.5591(0.55-0.57)","0.2731(0.27-0.28)","0.9753(0.97-0.98)",0.4409,""
"342","Bangladesh","JF2",0.38,0.4893,0.6172,0.9197,0.9104,0.9283,0.5628,0.2744,0.556,0.5696,0.2665,0.2824,0.975,0.972,0.9777,"0.9197(0.91-0.93)","0.5628(0.56-0.57)","0.2744(0.27-0.28)","0.975(0.97-0.98)",0.4372,""
"343","Bangladesh","JF2",0.39,0.4927,0.6199,0.9173,0.9079,0.926,0.5664,0.2755,0.5596,0.5732,0.2676,0.2836,0.9744,0.9714,0.9772,"0.9173(0.91-0.93)","0.5664(0.56-0.57)","0.2755(0.27-0.28)","0.9744(0.97-0.98)",0.4336,""
"344","Bangladesh","JF2",0.4,0.4965,0.6232,0.9159,0.9064,0.9247,0.5706,0.2772,0.5638,0.5774,0.2692,0.2853,0.9742,0.9712,0.977,"0.9159(0.91-0.92)","0.5706(0.56-0.58)","0.2772(0.27-0.29)","0.9742(0.97-0.98)",0.4294,""
"345","Bangladesh","JF2",0.41,0.4993,0.6255,0.9143,0.9047,0.9231,0.5736,0.2782,0.5668,0.5804,0.2702,0.2863,0.9738,0.9708,0.9766,"0.9143(0.9-0.92)","0.5736(0.57-0.58)","0.2782(0.27-0.29)","0.9738(0.97-0.98)",0.4264,"1/2 Xpert Saved"
"346","Bangladesh","JF2",0.42,0.5019,0.6277,0.9129,0.9033,0.9218,0.5764,0.2793,0.5696,0.5832,0.2712,0.2874,0.9735,0.9705,0.9763,"0.9129(0.9-0.92)","0.5764(0.57-0.58)","0.2793(0.27-0.29)","0.9735(0.97-0.98)",0.4236,""
"347","Bangladesh","JF2",0.43,0.5056,0.6307,0.9107,0.901,0.9197,0.5804,0.2807,0.5736,0.5872,0.2726,0.2889,0.9731,0.97,0.9759,"0.9107(0.9-0.92)","0.5804(0.57-0.59)","0.2807(0.27-0.29)","0.9731(0.97-0.98)",0.4196,""
"348","Bangladesh","JF2",0.44,0.5092,0.634,0.9093,0.8996,0.9184,0.5845,0.2823,0.5777,0.5912,0.2742,0.2906,0.9729,0.9698,0.9757,"0.9093(0.9-0.92)","0.5845(0.58-0.59)","0.2823(0.27-0.29)","0.9729(0.97-0.98)",0.4155,""
"349","Bangladesh","JF2",0.45,0.5125,0.6368,0.9077,0.8979,0.9169,0.5881,0.2837,0.5813,0.5948,0.2756,0.292,0.9726,0.9695,0.9754,"0.9077(0.9-0.92)","0.5881(0.58-0.59)","0.2837(0.28-0.29)","0.9726(0.97-0.98)",0.4119,""
"350","Bangladesh","JF2",0.46,0.5158,0.6396,0.9063,0.8964,0.9156,0.5916,0.2852,0.5848,0.5984,0.277,0.2935,0.9723,0.9693,0.9751,"0.9063(0.9-0.92)","0.5916(0.58-0.6)","0.2852(0.28-0.29)","0.9723(0.97-0.98)",0.4084,""
"351","Bangladesh","JF2",0.47,0.5186,0.642,0.905,0.895,0.9143,0.5947,0.2865,0.5879,0.6015,0.2782,0.2948,0.9721,0.969,0.9749,"0.905(0.9-0.91)","0.5947(0.59-0.6)","0.2865(0.28-0.29)","0.9721(0.97-0.97)",0.4053,""
"352","Bangladesh","JF2",0.48,0.522,0.6441,0.9006,0.8905,0.9101,0.598,0.2871,0.5912,0.6048,0.2789,0.2955,0.971,0.9679,0.9739,"0.9006(0.89-0.91)","0.598(0.59-0.6)","0.2871(0.28-0.3)","0.971(0.97-0.97)",0.402,""
"353","Bangladesh","JF2",0.49,0.5253,0.6462,0.8968,0.8865,0.9064,0.6012,0.2879,0.5944,0.6079,0.2796,0.2963,0.9701,0.9669,0.973,"0.8968(0.89-0.91)","0.6012(0.59-0.61)","0.2879(0.28-0.3)","0.9701(0.97-0.97)",0.3988,""
"354","Bangladesh","JF2",0.5,0.5277,0.6484,0.896,0.8856,0.9057,0.6039,0.2891,0.5972,0.6106,0.2808,0.2975,0.97,0.9668,0.9729,"0.896(0.89-0.91)","0.6039(0.6-0.61)","0.2891(0.28-0.3)","0.97(0.97-0.97)",0.3961,""
"355","Bangladesh","JF2",0.51,0.5309,0.6512,0.8946,0.8842,0.9044,0.6074,0.2906,0.6006,0.6141,0.2822,0.2991,0.9697,0.9666,0.9726,"0.8946(0.88-0.9)","0.6074(0.6-0.61)","0.2906(0.28-0.3)","0.9697(0.97-0.97)",0.3926,""
"356","Bangladesh","JF2",0.52,0.5346,0.6544,0.893,0.8825,0.9028,0.6115,0.2924,0.6047,0.6182,0.284,0.3009,0.9695,0.9664,0.9724,"0.893(0.88-0.9)","0.6115(0.6-0.62)","0.2924(0.28-0.3)","0.9695(0.97-0.97)",0.3885,""
"357","Bangladesh","JF2",0.53,0.5374,0.6571,0.8927,0.8822,0.9025,0.6147,0.2941,0.608,0.6214,0.2856,0.3026,0.9696,0.9665,0.9725,"0.8927(0.88-0.9)","0.6147(0.61-0.62)","0.2941(0.29-0.3)","0.9696(0.97-0.97)",0.3853,""
"358","Bangladesh","JF2",0.54,0.5401,0.6591,0.8905,0.8799,0.9004,0.6175,0.2951,0.6108,0.6242,0.2866,0.3037,0.9691,0.966,0.972,"0.8905(0.88-0.9)","0.6175(0.61-0.62)","0.2951(0.29-0.3)","0.9691(0.97-0.97)",0.3825,""
"359","Bangladesh","JF2",0.55,0.5438,0.6621,0.8883,0.8777,0.8983,0.6215,0.2967,0.6148,0.6282,0.2882,0.3054,0.9687,0.9656,0.9716,"0.8883(0.88-0.9)","0.6215(0.61-0.63)","0.2967(0.29-0.31)","0.9687(0.97-0.97)",0.3785,""
"360","Bangladesh","JF2",0.56,0.547,0.6648,0.8864,0.8757,0.8965,0.6249,0.2982,0.6182,0.6316,0.2896,0.3069,0.9684,0.9652,0.9713,"0.8864(0.88-0.9)","0.6249(0.62-0.63)","0.2982(0.29-0.31)","0.9684(0.97-0.97)",0.3751,""
"361","Bangladesh","JF2",0.57,0.5505,0.6678,0.8848,0.874,0.8949,0.6287,0.2999,0.6221,0.6354,0.2913,0.3087,0.9681,0.965,0.971,"0.8848(0.87-0.89)","0.6287(0.62-0.64)","0.2999(0.29-0.31)","0.9681(0.96-0.97)",0.3713,"Radiologists' specificity = 0.627(0.621-0.634)"
"362","Bangladesh","JF2",0.58,0.5537,0.6701,0.882,0.8711,0.8923,0.632,0.3012,0.6254,0.6387,0.2925,0.3099,0.9675,0.9644,0.9705,"0.882(0.87-0.89)","0.632(0.63-0.64)","0.3012(0.29-0.31)","0.9675(0.96-0.97)",0.368,""
"363","Bangladesh","JF2",0.59,0.5567,0.6722,0.879,0.868,0.8894,0.635,0.3022,0.6284,0.6416,0.2935,0.311,0.9669,0.9637,0.9699,"0.879(0.87-0.89)","0.635(0.63-0.64)","0.3022(0.29-0.31)","0.9669(0.96-0.97)",0.365,""
"364","Bangladesh","JF2",0.6,0.5604,0.6749,0.8758,0.8646,0.8863,0.6388,0.3035,0.6321,0.6454,0.2948,0.3124,0.9662,0.963,0.9692,"0.8758(0.86-0.89)","0.6388(0.63-0.65)","0.3035(0.29-0.31)","0.9662(0.96-0.97)",0.3612,""
"365","Bangladesh","JF2",0.61,0.5643,0.6781,0.8736,0.8624,0.8842,0.643,0.3055,0.6364,0.6496,0.2967,0.3144,0.9659,0.9627,0.9688,"0.8736(0.86-0.88)","0.643(0.64-0.65)","0.3055(0.3-0.31)","0.9659(0.96-0.97)",0.357,""
"366","Bangladesh","JF2",0.62,0.5676,0.681,0.8722,0.861,0.8829,0.6467,0.3074,0.6401,0.6532,0.2985,0.3164,0.9657,0.9625,0.9687,"0.8722(0.86-0.88)","0.6467(0.64-0.65)","0.3074(0.3-0.32)","0.9657(0.96-0.97)",0.3533,""
"367","Bangladesh","JF2",0.63,0.5711,0.6837,0.8695,0.8581,0.8802,0.6504,0.3089,0.6438,0.6569,0.3,0.318,0.9652,0.962,0.9682,"0.8695(0.86-0.88)","0.6504(0.64-0.66)","0.3089(0.3-0.32)","0.9652(0.96-0.97)",0.3496,""
