"","Country","DeepLearningSystem","Score","%XpertSaved","accuracy","Sens","Sens_L","Sens_H","Spec","ppv","Spec_L","Spec_H","PPV_L","PPV_H","npv","NPV_L","NPV_H","Sensitivity","Specificity","PPV","NPV","X","Comment"
"90","Bangladesh","CAD4TB",89,0.906,0.832633,0.259148,0.245017,0.273665,0.935736,0.420283,0.932281,0.939065,0.399817,0.440957,0.875396,0.870936,0.879756,"0.2591(0.25-0.27)","0.9357(0.93-0.94)","0.4203(0.4-0.44)","0.8754(0.87-0.88)",0.064264,""
"91","Bangladesh","CAD4TB",90,0.9169,0.834297,0.228837,0.215315,0.242793,0.943149,0.41984,0.939881,0.94629,0.398069,0.441846,0.87184,0.867355,0.876227,"0.2288(0.22-0.24)","0.9431(0.94-0.95)","0.4198(0.4-0.44)","0.8718(0.87-0.88)",0.056851,""
"92","Bangladesh","CAD4TB",91,0.9254,0.836003,0.206718,0.193704,0.220202,0.949138,0.422197,0.946032,0.952116,0.3992,0.44545,0.869368,0.864868,0.873771,"0.2067(0.19-0.22)","0.9491(0.95-0.95)","0.4222(0.4-0.45)","0.8694(0.86-0.87)",0.050862,""
"93","Bangladesh","CAD4TB",92,0.9354,0.838084,0.180776,0.168433,0.193629,0.956257,0.426272,0.953358,0.959025,0.401513,0.451309,0.866536,0.862021,0.870957,"0.1808(0.17-0.19)","0.9563(0.95-0.96)","0.4263(0.4-0.45)","0.8665(0.86-0.87)",0.043743,""
"94","Bangladesh","CAD4TB",93,0.9433,0.838958,0.157564,0.145904,0.169773,0.961461,0.423642,0.958726,0.964063,0.397221,0.450393,0.863911,0.859379,0.86835,"0.1576(0.15-0.17)","0.9615(0.96-0.96)","0.4236(0.4-0.45)","0.8639(0.86-0.87)",0.038539,""
"95","Bangladesh","CAD4TB",94,0.9524,0.838833,0.127253,0.116623,0.138481,0.966763,0.407699,0.964209,0.969183,0.379042,0.436832,0.860364,0.855806,0.86483,"0.1273(0.12-0.14)","0.9668(0.96-0.97)","0.4077(0.38-0.44)","0.8604(0.86-0.86)",0.033237,""
"96","Bangladesh","CAD4TB",95,0.9583,0.839749,0.111141,0.101138,0.12177,0.97074,0.405783,0.968333,0.973011,0.37521,0.43691,0.85865,0.854084,0.863126,"0.1111(0.1-0.12)","0.9707(0.97-0.97)","0.4058(0.38-0.44)","0.8586(0.85-0.86)",0.02926,""
"97","Bangladesh","CAD4TB",96,0.9649,0.839873,0.089842,0.080774,0.09957,0.974716,0.38981,0.972467,0.976829,0.356749,0.423644,0.856256,0.851674,0.860748,"0.0898(0.08-0.1)","0.9747(0.97-0.98)","0.3898(0.36-0.42)","0.8563(0.85-0.86)",0.025284,""
"98","Bangladesh","CAD4TB",97,0.9651,0.84004,0.089569,0.080513,0.099285,0.974962,0.391408,0.972723,0.977064,0.358198,0.425384,0.85625,0.851668,0.860742,"0.0896(0.08-0.1)","0.975(0.97-0.98)","0.3914(0.36-0.43)","0.8562(0.85-0.86)",0.025038,""
"99","Bangladesh","CAD4TB",98,0.975,0.841663,0.062534,0.054907,0.070868,0.981737,0.381032,0.979803,0.983531,0.342041,0.421198,0.853478,0.848885,0.857984,"0.0625(0.05-0.07)","0.9817(0.98-0.98)","0.381(0.34-0.42)","0.8535(0.85-0.86)",0.018263,""
"100","Bangladesh","CAD4TB",99,0.9752,0.841663,0.061988,0.054394,0.07029,0.981835,0.380235,0.979906,0.983625,0.341132,0.420528,0.853418,0.848825,0.857924,"0.062(0.05-0.07)","0.9818(0.98-0.98)","0.3802(0.34-0.42)","0.8534(0.85-0.86)",0.018165,""
"101","Bangladesh","CAD4TB",100,1,0.847613,0,0,0.001007,1,NA,0.999819,1,0,1,0.847613,0.843007,0.852136,"0(0-0)","1(1-1)","NaN(0-1)","0.8476(0.84-0.85)",0,""
"102","Bangladesh","qXR",0,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"103","Bangladesh","qXR",0.01,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"104","Bangladesh","qXR",0.02,0,0.1524,1,0.999,1,0,0.1524,0,2e-04,0.1479,0.157,NA,0,1,"1(1-1)","0(0-0)","0.1524(0.15-0.16)","NaN(0-1)",1,""
"105","Bangladesh","qXR",0.03,0.002,0.1544,1,0.999,1,0.0024,0.1527,0.0018,0.0032,0.1482,0.1573,1,0.9275,1,"1(1-1)","0.0024(0-0)","0.1527(0.15-0.16)","1(0.93-1)",0.9976,""
"106","Bangladesh","qXR",0.04,0.0137,0.166,0.9997,0.9985,1,0.0161,0.1545,0.0144,0.0179,0.1499,0.1591,0.997,0.9832,0.9999,"0.9997(1-1)","0.0161(0.01-0.02)","0.1545(0.15-0.16)","0.997(0.98-1)",0.9839,""
"107","Bangladesh","qXR",0.05,0.0369,0.1891,0.9995,0.998,0.9999,0.0434,0.1581,0.0406,0.0463,0.1535,0.1629,0.9977,0.9919,0.9997,"0.9995(1-1)","0.0434(0.04-0.05)","0.1581(0.15-0.16)","0.9977(0.99-1)",0.9566,""
"108","Bangladesh","qXR",0.06,0.0689,0.2208,0.9984,0.9964,0.9994,0.081,0.1634,0.0772,0.0848,0.1586,0.1683,0.9964,0.9921,0.9987,"0.9984(1-1)","0.081(0.08-0.08)","0.1634(0.16-0.17)","0.9964(0.99-1)",0.919,""
"109","Bangladesh","qXR",0.07,0.104,0.2557,0.9978,0.9957,0.9991,0.1223,0.1697,0.1178,0.1269,0.1647,0.1748,0.9968,0.9937,0.9986,"0.9978(1-1)","0.1223(0.12-0.13)","0.1697(0.16-0.17)","0.9968(0.99-1)",0.8777,""
"110","Bangladesh","qXR",0.08,0.1388,0.2898,0.9954,0.9926,0.9973,0.1629,0.1761,0.1578,0.168,0.171,0.1814,0.9949,0.9919,0.997,"0.9954(0.99-1)","0.1629(0.16-0.17)","0.1761(0.17-0.18)","0.9949(0.99-1)",0.8371,""
"111","Bangladesh","qXR",0.09,0.1734,0.3241,0.9943,0.9912,0.9964,0.2036,0.1833,0.1981,0.2092,0.1779,0.1888,0.995,0.9923,0.9969,"0.9943(0.99-1)","0.2036(0.2-0.21)","0.1833(0.18-0.19)","0.995(0.99-1)",0.7964,""
"112","Bangladesh","qXR",0.1,0.2062,0.3565,0.9932,0.9899,0.9956,0.2421,0.1907,0.2362,0.248,0.1851,0.1963,0.995,0.9926,0.9967,"0.9932(0.99-1)","0.2421(0.24-0.25)","0.1907(0.19-0.2)","0.995(0.99-1)",0.7579,""
"113","Bangladesh","qXR",0.11,0.2332,0.3829,0.9913,0.9877,0.994,0.2736,0.197,0.2674,0.2797,0.1913,0.2028,0.9943,0.9919,0.9961,"0.9913(0.99-0.99)","0.2736(0.27-0.28)","0.197(0.19-0.2)","0.9943(0.99-1)",0.7264,""
"114","Bangladesh","qXR",0.12,0.257,0.4059,0.9885,0.9845,0.9917,0.3011,0.2027,0.2948,0.3075,0.1969,0.2087,0.9932,0.9908,0.9951,"0.9885(0.98-0.99)","0.3011(0.29-0.31)","0.2027(0.2-0.21)","0.9932(0.99-1)",0.6989,""
"115","Bangladesh","qXR",0.13,0.2776,0.4257,0.9861,0.9817,0.9896,0.325,0.208,0.3185,0.3314,0.202,0.2141,0.9924,0.99,0.9943,"0.9861(0.98-0.99)","0.325(0.32-0.33)","0.208(0.2-0.21)","0.9924(0.99-0.99)",0.675,""
"116","Bangladesh","qXR",0.14,0.297,0.4445,0.9839,0.9793,0.9877,0.3475,0.2133,0.3409,0.3541,0.2071,0.2195,0.9917,0.9893,0.9937,"0.9839(0.98-0.99)","0.3475(0.34-0.35)","0.2133(0.21-0.22)","0.9917(0.99-0.99)",0.6525,""
"117","Bangladesh","qXR",0.15,0.3113,0.4583,0.9825,0.9777,0.9865,0.3641,0.2174,0.3575,0.3707,0.2111,0.2238,0.9914,0.9891,0.9934,"0.9825(0.98-0.99)","0.3641(0.36-0.37)","0.2174(0.21-0.22)","0.9914(0.99-0.99)",0.6359,""
"118","Bangladesh","qXR",0.16,0.325,0.4717,0.9812,0.9762,0.9853,0.3801,0.2215,0.3734,0.3868,0.2151,0.228,0.9912,0.9888,0.9931,"0.9812(0.98-0.99)","0.3801(0.37-0.39)","0.2215(0.22-0.23)","0.9912(0.99-0.99)",0.6199,""
"119","Bangladesh","qXR",0.17,0.3373,0.4834,0.9792,0.9741,0.9836,0.3942,0.2252,0.3875,0.401,0.2187,0.2317,0.9906,0.9883,0.9926,"0.9792(0.97-0.98)","0.3942(0.39-0.4)","0.2252(0.22-0.23)","0.9906(0.99-0.99)",0.6058,""
"120","Bangladesh","qXR",0.18,0.3487,0.4941,0.9771,0.9717,0.9817,0.4072,0.2286,0.4005,0.414,0.222,0.2353,0.99,0.9876,0.992,"0.9771(0.97-0.98)","0.4072(0.4-0.41)","0.2286(0.22-0.24)","0.99(0.99-0.99)",0.5928,""
"121","Bangladesh","qXR",0.19,0.3592,0.5044,0.9765,0.9711,0.9812,0.4195,0.2322,0.4127,0.4263,0.2256,0.239,0.99,0.9877,0.992,"0.9765(0.97-0.98)","0.4195(0.41-0.43)","0.2322(0.23-0.24)","0.99(0.99-0.99)",0.5805,""
"122","Bangladesh","qXR",0.2,0.3692,0.5141,0.9754,0.9699,0.9802,0.4311,0.2356,0.4243,0.438,0.2289,0.2425,0.9899,0.9875,0.9918,"0.9754(0.97-0.98)","0.4311(0.42-0.44)","0.2356(0.23-0.24)","0.9899(0.99-0.99)",0.5689,""
"123","Bangladesh","qXR",0.21,0.3773,0.522,0.9746,0.969,0.9795,0.4406,0.2385,0.4338,0.4475,0.2317,0.2454,0.9897,0.9875,0.9917,"0.9746(0.97-0.98)","0.4406(0.43-0.45)","0.2385(0.23-0.25)","0.9897(0.99-0.99)",0.5594,""
"124","Bangladesh","qXR",0.22,0.3851,0.5294,0.9735,0.9678,0.9785,0.4496,0.2413,0.4428,0.4565,0.2344,0.2483,0.9895,0.9872,0.9915,"0.9735(0.97-0.98)","0.4496(0.44-0.46)","0.2413(0.23-0.25)","0.9895(0.99-0.99)",0.5504,""
"125","Bangladesh","qXR",0.23,0.3934,0.5372,0.9719,0.966,0.977,0.4591,0.2442,0.4522,0.466,0.2372,0.2512,0.9891,0.9868,0.9911,"0.9719(0.97-0.98)","0.4591(0.45-0.47)","0.2442(0.24-0.25)","0.9891(0.99-0.99)",0.5409,""
"126","Bangladesh","qXR",0.24,0.4002,0.5433,0.9697,0.9636,0.975,0.4667,0.2464,0.4598,0.4736,0.2393,0.2535,0.9885,0.9861,0.9905,"0.9697(0.96-0.98)","0.4667(0.46-0.47)","0.2464(0.24-0.25)","0.9885(0.99-0.99)",0.5333,""
"127","Bangladesh","qXR",0.25,0.407,0.5496,0.9681,0.9618,0.9735,0.4744,0.2488,0.4675,0.4813,0.2417,0.2559,0.988,0.9857,0.9901,"0.9681(0.96-0.97)","0.4744(0.47-0.48)","0.2488(0.24-0.26)","0.988(0.99-0.99)",0.5256,""
"128","Bangladesh","qXR",0.26,0.4131,0.5554,0.9667,0.9604,0.9723,0.4814,0.251,0.4745,0.4883,0.2439,0.2583,0.9877,0.9853,0.9898,"0.9667(0.96-0.97)","0.4814(0.47-0.49)","0.251(0.24-0.26)","0.9877(0.99-0.99)",0.5186,""
"129","Bangladesh","qXR",0.27,0.4199,0.5616,0.965,0.9586,0.9708,0.4891,0.2535,0.4822,0.496,0.2463,0.2608,0.9873,0.9849,0.9894,"0.965(0.96-0.97)","0.4891(0.48-0.5)","0.2535(0.25-0.26)","0.9873(0.98-0.99)",0.5109,""
"130","Bangladesh","qXR",0.28,0.4264,0.5679,0.9645,0.958,0.9703,0.4966,0.2562,0.4897,0.5035,0.2489,0.2636,0.9873,0.985,0.9894,"0.9645(0.96-0.97)","0.4966(0.49-0.5)","0.2562(0.25-0.26)","0.9873(0.98-0.99)",0.5034,""
"131","Bangladesh","qXR",0.29,0.4316,0.573,0.964,0.9574,0.9698,0.5027,0.2584,0.4958,0.5096,0.2511,0.2659,0.9873,0.9849,0.9893,"0.964(0.96-0.97)","0.5027(0.5-0.51)","0.2584(0.25-0.27)","0.9873(0.98-0.99)",0.4973,""
"132","Bangladesh","qXR",0.3,0.4376,0.5783,0.9615,0.9547,0.9675,0.5094,0.2605,0.5025,0.5163,0.2532,0.268,0.9866,0.9842,0.9887,"0.9615(0.95-0.97)","0.5094(0.5-0.52)","0.2605(0.25-0.27)","0.9866(0.98-0.99)",0.4906,""
"133","Bangladesh","qXR",0.31,0.4429,0.583,0.9596,0.9527,0.9657,0.5153,0.2625,0.5084,0.5222,0.2551,0.27,0.9861,0.9837,0.9882,"0.9596(0.95-0.97)","0.5153(0.51-0.52)","0.2625(0.26-0.27)","0.9861(0.98-0.99)",0.4847,""
"134","Bangladesh","qXR",0.32,0.448,0.5877,0.9585,0.9515,0.9647,0.5211,0.2646,0.5142,0.528,0.2571,0.2722,0.9859,0.9835,0.988,"0.9585(0.95-0.96)","0.5211(0.51-0.53)","0.2646(0.26-0.27)","0.9859(0.98-0.99)",0.4789,""
"135","Bangladesh","qXR",0.33,0.4531,0.5921,0.956,0.9489,0.9624,0.5266,0.2664,0.5197,0.5335,0.2588,0.274,0.9852,0.9828,0.9874,"0.956(0.95-0.96)","0.5266(0.52-0.53)","0.2664(0.26-0.27)","0.9852(0.98-0.99)",0.4734,""
"136","Bangladesh","qXR",0.34,0.459,0.5977,0.9549,0.9477,0.9614,0.5335,0.269,0.5266,0.5403,0.2614,0.2767,0.985,0.9826,0.9872,"0.9549(0.95-0.96)","0.5335(0.53-0.54)","0.269(0.26-0.28)","0.985(0.98-0.99)",0.4665,""
"137","Bangladesh","qXR",0.35,0.4642,0.6023,0.953,0.9457,0.9597,0.5393,0.2711,0.5324,0.5461,0.2634,0.2788,0.9846,0.9821,0.9868,"0.953(0.95-0.96)","0.5393(0.53-0.55)","0.2711(0.26-0.28)","0.9846(0.98-0.99)",0.4607,""
"138","Bangladesh","qXR",0.36,0.4697,0.6074,0.9519,0.9445,0.9586,0.5455,0.2735,0.5386,0.5523,0.2658,0.2814,0.9844,0.9819,0.9866,"0.9519(0.94-0.96)","0.5455(0.54-0.55)","0.2735(0.27-0.28)","0.9844(0.98-0.99)",0.4545,""
"139","Bangladesh","qXR",0.37,0.4747,0.612,0.9506,0.943,0.9574,0.5511,0.2757,0.5443,0.558,0.268,0.2836,0.9841,0.9817,0.9863,"0.9506(0.94-0.96)","0.5511(0.54-0.56)","0.2757(0.27-0.28)","0.9841(0.98-0.99)",0.4489,"Radiologists' specificity = 0.461(0.454-0.467)"
"140","Bangladesh","qXR",0.38,0.4796,0.6167,0.9498,0.9422,0.9566,0.5568,0.2781,0.5499,0.5636,0.2703,0.2861,0.984,0.9816,0.9862,"0.9498(0.94-0.96)","0.5568(0.55-0.56)","0.2781(0.27-0.29)","0.984(0.98-0.99)",0.4432,""
"141","Bangladesh","qXR",0.39,0.4841,0.6206,0.9478,0.9401,0.9548,0.5618,0.28,0.5549,0.5686,0.2721,0.288,0.9836,0.9811,0.9858,"0.9478(0.94-0.95)","0.5618(0.55-0.57)","0.28(0.27-0.29)","0.9836(0.98-0.99)",0.4382,""
"142","Bangladesh","qXR",0.4,0.4885,0.6249,0.9476,0.9398,0.9546,0.5669,0.2823,0.5601,0.5738,0.2744,0.2904,0.9836,0.9812,0.9859,"0.9476(0.94-0.95)","0.5669(0.56-0.57)","0.2823(0.27-0.29)","0.9836(0.98-0.99)",0.4331,""
"143","Bangladesh","qXR",0.41,0.4931,0.629,0.9459,0.9381,0.953,0.572,0.2844,0.5652,0.5788,0.2764,0.2925,0.9833,0.9808,0.9855,"0.9459(0.94-0.95)","0.572(0.57-0.58)","0.2844(0.28-0.29)","0.9833(0.98-0.99)",0.428,""
"144","Bangladesh","qXR",0.42,0.4972,0.6328,0.9448,0.9369,0.952,0.5767,0.2864,0.5699,0.5835,0.2783,0.2945,0.9831,0.9806,0.9853,"0.9448(0.94-0.95)","0.5767(0.57-0.58)","0.2864(0.28-0.29)","0.9831(0.98-0.99)",0.4233,""
"145","Bangladesh","qXR",0.43,0.5009,0.6358,0.9429,0.9349,0.9502,0.5806,0.2879,0.5738,0.5874,0.2798,0.2961,0.9826,0.9801,0.9849,"0.9429(0.93-0.95)","0.5806(0.57-0.59)","0.2879(0.28-0.3)","0.9826(0.98-0.98)",0.4194,"1/2 Xpert Saved"
"146","Bangladesh","qXR",0.44,0.5061,0.6407,0.9416,0.9335,0.9489,0.5866,0.2905,0.5798,0.5934,0.2823,0.2988,0.9824,0.9799,0.9847,"0.9416(0.93-0.95)","0.5866(0.58-0.59)","0.2905(0.28-0.3)","0.9824(0.98-0.98)",0.4134,""
"147","Bangladesh","qXR",0.45,0.511,0.6451,0.9399,0.9317,0.9474,0.5921,0.2929,0.5853,0.5988,0.2847,0.3012,0.9821,0.9796,0.9844,"0.9399(0.93-0.95)","0.5921(0.59-0.6)","0.2929(0.28-0.3)","0.9821(0.98-0.98)",0.4079,""
"148","Bangladesh","qXR",0.46,0.5158,0.6495,0.9386,0.9303,0.9461,0.5975,0.2954,0.5907,0.6042,0.2871,0.3038,0.9818,0.9793,0.9841,"0.9386(0.93-0.95)","0.5975(0.59-0.6)","0.2954(0.29-0.3)","0.9818(0.98-0.98)",0.4025,""
"149","Bangladesh","qXR",0.47,0.5205,0.6534,0.9361,0.9277,0.9438,0.6025,0.2975,0.5958,0.6093,0.2891,0.3059,0.9813,0.9788,0.9836,"0.9361(0.93-0.94)","0.6025(0.6-0.61)","0.2975(0.29-0.31)","0.9813(0.98-0.98)",0.3975,""
"150","Bangladesh","qXR",0.48,0.5238,0.6562,0.9345,0.926,0.9423,0.6062,0.299,0.5995,0.6129,0.2907,0.3075,0.9809,0.9784,0.9833,"0.9345(0.93-0.94)","0.6062(0.6-0.61)","0.299(0.29-0.31)","0.9809(0.98-0.98)",0.3938,""
"151","Bangladesh","qXR",0.49,0.5286,0.6603,0.932,0.9234,0.9399,0.6114,0.3013,0.6047,0.6181,0.2928,0.3098,0.9804,0.9778,0.9827,"0.932(0.92-0.94)","0.6114(0.6-0.62)","0.3013(0.29-0.31)","0.9804(0.98-0.98)",0.3886,""
"152","Bangladesh","qXR",0.5,0.5331,0.6644,0.9306,0.9219,0.9387,0.6165,0.3037,0.6098,0.6232,0.2952,0.3123,0.9802,0.9776,0.9825,"0.9306(0.92-0.94)","0.6165(0.61-0.62)","0.3037(0.3-0.31)","0.9802(0.98-0.98)",0.3835,""
"153","Bangladesh","qXR",0.51,0.5377,0.6683,0.9285,0.9196,0.9366,0.6215,0.3061,0.6148,0.6282,0.2975,0.3147,0.9797,0.9771,0.9821,"0.9285(0.92-0.94)","0.6215(0.61-0.63)","0.3061(0.3-0.31)","0.9797(0.98-0.98)",0.3785,""
"154","Bangladesh","qXR",0.52,0.5423,0.6722,0.9263,0.9173,0.9345,0.6265,0.3084,0.6199,0.6332,0.2998,0.3171,0.9793,0.9767,0.9817,"0.9263(0.92-0.93)","0.6265(0.62-0.63)","0.3084(0.3-0.32)","0.9793(0.98-0.98)",0.3735,""
"155","Bangladesh","qXR",0.53,0.5466,0.6758,0.9241,0.915,0.9325,0.6312,0.3106,0.6245,0.6378,0.3019,0.3194,0.9788,0.9762,0.9812,"0.9241(0.92-0.93)","0.6312(0.62-0.64)","0.3106(0.3-0.32)","0.9788(0.98-0.98)",0.3688,""
"156","Bangladesh","qXR",0.54,0.5511,0.68,0.923,0.9139,0.9314,0.6363,0.3133,0.6297,0.6429,0.3046,0.3222,0.9787,0.9761,0.9811,"0.923(0.91-0.93)","0.6363(0.63-0.64)","0.3133(0.3-0.32)","0.9787(0.98-0.98)",0.3637,""
"157","Bangladesh","qXR",0.55,0.5557,0.6839,0.9208,0.9116,0.9294,0.6413,0.3158,0.6347,0.6479,0.307,0.3247,0.9783,0.9757,0.9807,"0.9208(0.91-0.93)","0.6413(0.63-0.65)","0.3158(0.31-0.32)","0.9783(0.98-0.98)",0.3587,""
"158","Bangladesh","qXR",0.56,0.5605,0.6882,0.9189,0.9096,0.9275,0.6467,0.3186,0.6401,0.6532,0.3097,0.3276,0.9779,0.9753,0.9804,"0.9189(0.91-0.93)","0.6467(0.64-0.65)","0.3186(0.31-0.33)","0.9779(0.98-0.98)",0.3533,""
"159","Bangladesh","qXR",0.57,0.5648,0.6914,0.9156,0.9061,0.9244,0.6511,0.3206,0.6445,0.6577,0.3116,0.3296,0.9772,0.9746,0.9797,"0.9156(0.91-0.92)","0.6511(0.64-0.66)","0.3206(0.31-0.33)","0.9772(0.97-0.98)",0.3489,""
"160","Bangladesh","qXR",0.58,0.5691,0.695,0.9132,0.9036,0.9221,0.6558,0.3229,0.6492,0.6623,0.3139,0.332,0.9767,0.9741,0.9792,"0.9132(0.9-0.92)","0.6558(0.65-0.66)","0.3229(0.31-0.33)","0.9767(0.97-0.98)",0.3442,""
"161","Bangladesh","qXR",0.59,0.5732,0.698,0.9096,0.8999,0.9187,0.66,0.3248,0.6534,0.6665,0.3157,0.3339,0.976,0.9733,0.9785,"0.9096(0.9-0.92)","0.66(0.65-0.67)","0.3248(0.32-0.33)","0.976(0.97-0.98)",0.34,""
"162","Bangladesh","qXR",0.6,0.5774,0.7011,0.9061,0.8961,0.9153,0.6643,0.3267,0.6578,0.6708,0.3176,0.3359,0.9752,0.9725,0.9777,"0.9061(0.9-0.92)","0.6643(0.66-0.67)","0.3267(0.32-0.34)","0.9752(0.97-0.98)",0.3357,""
"163","Bangladesh","qXR",0.61,0.582,0.705,0.9036,0.8936,0.913,0.6694,0.3295,0.6628,0.6758,0.3203,0.3387,0.9748,0.972,0.9773,"0.9036(0.89-0.91)","0.6694(0.66-0.68)","0.3295(0.32-0.34)","0.9748(0.97-0.98)",0.3306,""
"164","Bangladesh","qXR",0.62,0.5874,0.709,0.899,0.8887,0.9085,0.6749,0.3321,0.6684,0.6813,0.3228,0.3414,0.9738,0.971,0.9764,"0.899(0.89-0.91)","0.6749(0.67-0.68)","0.3321(0.32-0.34)","0.9738(0.97-0.98)",0.3251,""
"165","Bangladesh","qXR",0.63,0.5923,0.7133,0.8971,0.8868,0.9067,0.6802,0.3353,0.6738,0.6867,0.3259,0.3447,0.9735,0.9707,0.9761,"0.8971(0.89-0.91)","0.6802(0.67-0.69)","0.3353(0.33-0.34)","0.9735(0.97-0.98)",0.3198,""
"166","Bangladesh","qXR",0.64,0.5968,0.7174,0.8957,0.8853,0.9054,0.6854,0.3385,0.6789,0.6917,0.3291,0.348,0.9734,0.9706,0.9759,"0.8957(0.89-0.91)","0.6854(0.68-0.69)","0.3385(0.33-0.35)","0.9734(0.97-0.98)",0.3146,""
"167","Bangladesh","qXR",0.65,0.6018,0.7214,0.8924,0.8819,0.9023,0.6907,0.3415,0.6843,0.697,0.332,0.3511,0.9728,0.97,0.9753,"0.8924(0.88-0.9)","0.6907(0.68-0.7)","0.3415(0.33-0.35)","0.9728(0.97-0.98)",0.3093,""
"168","Bangladesh","qXR",0.66,0.6078,0.7256,0.8867,0.876,0.8968,0.6967,0.3445,0.6903,0.703,0.3349,0.3542,0.9716,0.9688,0.9742,"0.8867(0.88-0.9)","0.6967(0.69-0.7)","0.3445(0.33-0.35)","0.9716(0.97-0.97)",0.3033,""
"169","Bangladesh","qXR",0.67,0.6135,0.7303,0.8834,0.8726,0.8936,0.7028,0.3483,0.6965,0.7091,0.3386,0.3581,0.971,0.9682,0.9737,"0.8834(0.87-0.89)","0.7028(0.7-0.71)","0.3483(0.34-0.36)","0.971(0.97-0.97)",0.2972,"Radiologists' specificity = 0.627(0.621-0.634)"
"170","Bangladesh","qXR",0.68,0.6182,0.7336,0.8788,0.8677,0.8892,0.7075,0.3507,0.7012,0.7137,0.3409,0.3606,0.9701,0.9672,0.9728,"0.8788(0.87-0.89)","0.7075(0.7-0.71)","0.3507(0.34-0.36)","0.9701(0.97-0.97)",0.2925,""
"171","Bangladesh","qXR",0.69,0.6236,0.7378,0.8747,0.8635,0.8852,0.7131,0.3541,0.7069,0.7193,0.3442,0.364,0.9694,0.9665,0.9721,"0.8747(0.86-0.89)","0.7131(0.71-0.72)","0.3541(0.34-0.36)","0.9694(0.97-0.97)",0.2869,""
"172","Bangladesh","qXR",0.7,0.6291,0.7422,0.8708,0.8595,0.8815,0.719,0.3578,0.7128,0.7252,0.3479,0.3679,0.9687,0.9658,0.9714,"0.8708(0.86-0.88)","0.719(0.71-0.73)","0.3578(0.35-0.37)","0.9687(0.97-0.97)",0.281,""
"173","Bangladesh","qXR",0.71,0.6346,0.7462,0.8665,0.855,0.8773,0.7246,0.3613,0.7184,0.7308,0.3513,0.3715,0.9679,0.965,0.9707,"0.8665(0.86-0.88)","0.7246(0.72-0.73)","0.3613(0.35-0.37)","0.9679(0.96-0.97)",0.2754,""
"174","Bangladesh","qXR",0.72,0.6405,0.7511,0.8629,0.8514,0.8739,0.731,0.3657,0.7248,0.737,0.3556,0.376,0.9674,0.9645,0.9701,"0.8629(0.85-0.87)","0.731(0.72-0.74)","0.3657(0.36-0.38)","0.9674(0.96-0.97)",0.269,""
"175","Bangladesh","qXR",0.73,0.6468,0.756,0.8583,0.8466,0.8694,0.7376,0.3703,0.7315,0.7436,0.36,0.3807,0.9666,0.9637,0.9694,"0.8583(0.85-0.87)","0.7376(0.73-0.74)","0.3703(0.36-0.38)","0.9666(0.96-0.97)",0.2624,""
"176","Bangladesh","qXR",0.74,0.6532,0.7605,0.852,0.8401,0.8633,0.7441,0.3744,0.738,0.7501,0.364,0.3849,0.9655,0.9625,0.9683,"0.852(0.84-0.86)","0.7441(0.74-0.75)","0.3744(0.36-0.38)","0.9655(0.96-0.97)",0.2559,""
"177","Bangladesh","qXR",0.75,0.6604,0.7652,0.8438,0.8316,0.8554,0.7511,0.3787,0.7451,0.757,0.3681,0.3893,0.964,0.9609,0.9668,"0.8438(0.83-0.86)","0.7511(0.75-0.76)","0.3787(0.37-0.39)","0.964(0.96-0.97)",0.2489,""
"178","Bangladesh","qXR",0.76,0.6663,0.7695,0.8386,0.8263,0.8504,0.7571,0.383,0.7511,0.763,0.3723,0.3937,0.9631,0.9601,0.966,"0.8386(0.83-0.85)","0.7571(0.75-0.76)","0.383(0.37-0.39)","0.9631(0.96-0.97)",0.2429,"2/3 Xpert Saved"
"179","Bangladesh","qXR",0.77,0.6743,0.7747,0.8293,0.8167,0.8414,0.7648,0.388,0.759,0.7706,0.3772,0.3989,0.9614,0.9583,0.9643,"0.8293(0.82-0.84)","0.7648(0.76-0.77)","0.388(0.38-0.4)","0.9614(0.96-0.96)",0.2352,""
"180","Bangladesh","qXR",0.78,0.6814,0.7793,0.8214,0.8086,0.8337,0.7718,0.3928,0.7659,0.7775,0.3819,0.4039,0.9601,0.9569,0.963,"0.8214(0.81-0.83)","0.7718(0.77-0.78)","0.3928(0.38-0.4)","0.9601(0.96-0.96)",0.2282,""
"181","Bangladesh","qXR",0.79,0.689,0.784,0.8119,0.7988,0.8244,0.779,0.3978,0.7733,0.7847,0.3867,0.409,0.9584,0.9552,0.9614,"0.8119(0.8-0.82)","0.779(0.77-0.78)","0.3978(0.39-0.41)","0.9584(0.96-0.96)",0.221,""
"182","Bangladesh","qXR",0.8,0.6965,0.7887,0.8026,0.7893,0.8154,0.7862,0.4029,0.7805,0.7918,0.3916,0.4143,0.9568,0.9536,0.9598,"0.8026(0.79-0.82)","0.7862(0.78-0.79)","0.4029(0.39-0.41)","0.9568(0.95-0.96)",0.2138,""
